Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision
S/HOU/21/1593,PP-10250566,Sat 02 Oct 2021,Mon 04 Oct 2021,33 Mulcaster Avenue Grange Park Swindon SN5 6EG,Erection of a single and two storey side extension.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/LDP/21/1609,PP-10263604,Thu 30 Sep 2021,Thu 30 Sep 2021,21 Gamekeepers Close Swindon SN25 4ZQ,Certificate of Lawful Development (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/TC/21/1586,PP-10251133,Thu 30 Sep 2021,Fri 01 Oct 2021,Highworth Road South Marston Swindon,Prior approval notification for the erection of a 15m. phase 8 monopole with wrapround cabinet at base and associated ancillary works.,Unknown,Prior Approval required and given,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1584,PP-10260875,Wed 29 Sep 2021,Wed 29 Sep 2021,19 Cloverlands Haydon Wick Swindon SN25 1RW,Erection of a single storey rear extension and conversion of part of garage into habitable space.,Application Granted,Granted Permission,Mon 22 Nov 2021,Unknown,Not Applicable
S/HOU/21/1579,PP-10254859,Wed 29 Sep 2021,Fri 08 Oct 2021,31 Oxford Road Stratton St Margaret Swindon SN3 4HP,Erection of a single storey rear extension,Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/AMEND/21/1580,PP-10258286,Wed 29 Sep 2021,Wed 06 Oct 2021,Brook House 12 The Pitchens Wroughton Swindon SN4 0RU,Non-material amendment to previous permission S/HOU/21/0447 regarding a revision to gable elevation facing rear garden determining omission of oak frame and replacement with facing brick to match property.,Minor Amendment Approved,Minor Amendment Approved,Fri 05 Nov 2021,Unknown,Not Applicable
S/LDP/21/1574,PP-10239442,Tue 28 Sep 2021,Tue 28 Sep 2021,8 Kelly Gardens Abbey Meads Swindon SN25 4YH,Certificate of Lawfulness (Proposed) for the erection of a single storey rear extension,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1575,PP-10254832,Tue 28 Sep 2021,Mon 04 Oct 2021,13 Swallowfield Avenue Old Walcot Swindon SN3 1DS,"Prior Approval Notification for the erection of a single storey rear extension measuring 3.0m (from original rear wall), 3.0m (maximum height) and 4.00m (height to eaves).",Unknown,Prior Approval Refused,Fri 05 Nov 2021,Unknown,Not Applicable
S/COND/21/1567,PP-10247341,Mon 27 Sep 2021,Mon 27 Sep 2021,Former Oakfield Campus Marlowe Avenue Swindon,Discharge of condition 17 (Electric Vehicle Charging Station) from previous permission S/19/0192.,Conditions Discharged,Conditions Discharged,Tue 16 Nov 2021,Unknown,Not Applicable
S/COND/21/1568,PP-10252097,Mon 27 Sep 2021,Mon 27 Sep 2021,North Star House North Star Avenue Swindon,Discharge of condition 3 showing Details of cycle storage for previous permission S/PO2R/21/0651.,Conditions Discharged,Conditions Discharged,Fri 26 Nov 2021,Unknown,Not Applicable
S/HOU/21/1600,Not Applicable,Mon 27 Sep 2021,Mon 27 Sep 2021,7 Mortimer Close Old Shaw Swindon SN5 5RE,Conversion of garage into habitable space (retrospective),Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/HOU/21/1565,PP-10247833,Sat 25 Sep 2021,Sat 25 Sep 2021,27 Sandown Avenue Lakeside Swindon SN3 1QB,Erection of a first floor side extension.,Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1558,PP-10246359,Fri 24 Sep 2021,Fri 24 Sep 2021,8 Wayside Close Swindon SN2 2UQ,Erection of a single storey extension to garage.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/HOU/21/1557,PP-10246140,Fri 24 Sep 2021,Fri 24 Sep 2021,86 Thornhill Drive St Andrews Ridge Swindon SN25 4GQ,Erection of a single storey rear extension and garage conversion.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/COND/21/1564,PP-10240711,Fri 24 Sep 2021,Fri 24 Sep 2021,14 Fleet Street Swindon,"Discharge of conditions 4 (Ventilation) and 5 (Noise Assessment) following planning permission S/21/0573 for the change of use of retail unit (use class E) to a Micro-Brewery and Bar (Sui Generis), plus installation of glazed shopfronts.",Unknown,Conditions Partially Discharged,Mon 22 Nov 2021,Unknown,Not Applicable
S/HOU/21/1552,PP-10236839,Thu 23 Sep 2021,Thu 23 Sep 2021,16 Rye Close Middleleaze Swindon SN5 5GB,Erection of a replacement conservatory to rear.,Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/HOU/21/1545,PP-10241189,Thu 23 Sep 2021,Wed 29 Sep 2021,32 Leverton Gate Broome Manor Swindon SN3 1ND,Erection of a single storey side extension and two storey rear extension.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1583,Not Applicable,Wed 22 Sep 2021,Tue 28 Sep 2021,112 Upham Road Old Walcot Swindon SN3 1DW,"Erection of two storey rear and side extensions, increase in roof ridge height with rooflights and front canopy.",Unknown,Permission Refused,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1540,PP-10234760,Wed 22 Sep 2021,Wed 22 Sep 2021,78 Gladstone Street Swindon SN1 2AU,Erection of a garage (retrospective).,Unknown,Permission Refused,Thu 04 Nov 2021,Unknown,Not Applicable
S/HOU/21/1539,PP-10237482,Tue 21 Sep 2021,Tue 21 Sep 2021,2 Manor View Liddington Swindon SN4 0HP,Erection of a rear dormer window.,Unknown,Permission Refused,Thu 04 Nov 2021,Unknown,Not Applicable
S/TWC/21/1581,Not Applicable,Tue 21 Sep 2021,Tue 21 Sep 2021,Chasewater The Pitchens Wroughton Swindon SN4 0RU,Works to to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1538,PP-10236936,Tue 21 Sep 2021,Tue 21 Sep 2021,Ragstone Cottage Shrivenham Road Highworth Swindon SN6 7QQ,Erection of a single storey side extension and 1 no. dormer window to rear of existing carport roof.,Application Withdrawn,Application Withdrawn,Mon 08 Nov 2021,Unknown,Not Applicable
S/LDP/21/1576,Not Applicable,Mon 20 Sep 2021,Tue 28 Sep 2021,45 Deburgh Street Rodbourne Swindon SN2 2BX,Certificate of lawfulness (Proposed) for the erection of a rear dormer window.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/HOU/21/1526,PP-10228361,Fri 17 Sep 2021,Fri 17 Sep 2021,61 Cumberland Road Old Walcot Swindon SN3 1AB,Erection of a single storey front and rear extension and first floor side extension.,Application Granted,Granted Permission,Thu 04 Nov 2021,Unknown,Not Applicable
S/21/1525,PP-10154091,Fri 17 Sep 2021,Fri 17 Sep 2021,Glyngarth 50A High Street Haydon Wick Swindon SN25 1HX,Change of use from House in Multiple Occupation (Class C4) to Residential Care Home (Use class C2).,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/AMEND/21/1523,PP-10216172,Fri 17 Sep 2021,Mon 11 Oct 2021,Great Stall Middle Eastern Villages Swindon Swindon,"Non-material amendment to change profile of landscaping area to west of north-south link and the planting approved by S/COND/20/0148 - Discharge of condition 37 (Local Highways Authority) from Outline Planning Permission S/OUT/14/0253 - Outline application for employment development including B1b (research and development/light industrial), B1c (light industrial), B2 (general industrial) and B8 (warehouse and distribution), new landscaping and junction to A420 (means of access not reserved) | Eastern Villages South , Land At And To The South Of A420 (Great Stall Middle) Swindon, Wilts.",Minor Amendment Approved,Minor Amendment Approved,Fri 12 Nov 2021,Unknown,Not Applicable
S/TWC/21/1560,Not Applicable,Thu 16 Sep 2021,Thu 16 Sep 2021,Random Patch Chapel Hill Blunsdon Swindon SN26 7BL,Works to trees in a conservation area - Retrospective.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1517,PP-10221719,Thu 16 Sep 2021,Thu 16 Sep 2021,8 Barlow Close St Andrews Ridge Swindon SN25 4GH,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/TWC/21/1555,PP-10220430,Wed 15 Sep 2021,Wed 15 Sep 2021,Town Gardens Westlecot Road Old Town Swindon,Works to trees in a conservation area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1503,PP-10213308,Tue 14 Sep 2021,Thu 23 Sep 2021,3 Harlestone Road Stratton St Margaret Swindon SN3 4ED,Erection of a single storey rear extension and lantern roof window to existing side elevation.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/HOU/21/1515,Not Applicable,Tue 14 Sep 2021,Tue 14 Sep 2021,47 Inverary Road Wroughton Swindon SN4 9DH,Erection of single storey side/ rear extension.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1488,PP-10211361,Mon 13 Sep 2021,Mon 13 Sep 2021,91 Linslade Street Rodbourne Swindon SN2 2BN,"Erection of a single storey side/rear extension, pitched roof to rear extension and rear dormer window.",Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1532,Not Applicable,Mon 13 Sep 2021,Thu 07 Oct 2021,31 Windsor Road Lawn Swindon SN3 1JP,Erection of a front porch extension.,Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/HOU/21/1531,Not Applicable,Mon 13 Sep 2021,Tue 21 Sep 2021,69 Swindon Road Stratton St Margaret Swindon SN3 4PU,Conversion of garage into habitable space.,Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/HOU/21/1530,Not Applicable,Mon 13 Sep 2021,Fri 24 Sep 2021,20 Field Rise Old Town Swindon SN1 4HP,Erection of a single storey rear extension and associated works.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/HOU/21/1496,PP-10211945,Mon 13 Sep 2021,Mon 13 Sep 2021,22 Birdbrook Road Upper Stratton Swindon SN2 7RY,Erection of a single storey front/ side and rear extension.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/HOU/21/1487,PP-10209365,Sun 12 Sep 2021,Sun 12 Sep 2021,23 Bexley Walk Park South Swindon SN3 2FG,Erection of a single storey side extension.,Application Granted,Granted Permission,Fri 26 Nov 2021,Unknown,Not Applicable
S/HOU/21/1484,PP-10206214,Fri 10 Sep 2021,Fri 10 Sep 2021,54 St Philips Road Stratton St Margaret Swindon SN2 7QH,Erection of a single storey rear extension.,Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/HOU/21/1485,PP-10207612,Fri 10 Sep 2021,Fri 10 Sep 2021,59 Merton Avenue Upper Stratton Swindon SN2 7PZ,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/TWC/21/1514,PP-10196358,Fri 10 Sep 2021,Fri 10 Sep 2021,Blunsdon Caravan Park Main Drive Blunsdon Abbey Park Blunsdon Swindon SN25 2DU,Works to trees in a conservation area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/TWC/21/1509,PP-10204118,Thu 09 Sep 2021,Thu 09 Sep 2021,20 Westlecot Road Old Town Swindon SN1 4HB,Works to trees in a conservation area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/21/1479,PP-10135068,Thu 09 Sep 2021,Thu 09 Sep 2021,Patheon Building Kingfisher Drive Covingham Swindon SN3 5BZ,"Installation of 2no. liquid CO2 tanks, ductwork, replacement escape staircase and provision of 3no. replacement car parking spaces.",Application Granted,Granted Permission,Wed 03 Nov 2021,Unknown,Not Applicable
S/21/1481,PP-10202978,Thu 09 Sep 2021,Thu 09 Sep 2021,Nationwide House Pipers Way Old Town Swindon,Installation of new air conditioning condensers on existing plant room roof.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1511,Not Applicable,Thu 09 Sep 2021,Thu 09 Sep 2021,15 Okebourne Park Liden Swindon SN3 6AH,Erection of two storey side extension and change flat to pitched roof on existing side and rear extensions.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/TWC/21/1504,Not Applicable,Wed 08 Sep 2021,Wed 08 Sep 2021,4 Swindon Road Stratton St Margaret Swindon SN3 4PZ,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1467,PP-10195958,Tue 07 Sep 2021,Tue 07 Sep 2021,159 Swindon Road Stratton St Margaret Swindon SN3 4PW,Erection of a two storey side and rear extension,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/TWC/21/1502,Not Applicable,Tue 07 Sep 2021,Tue 07 Sep 2021,Wiltstone Turnball Chiseldon Swindon SN4 0LH,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1466,Not Applicable,Tue 07 Sep 2021,Tue 07 Sep 2021,9 Elgin Drive Elgin Swindon SN2 8DN,"Prior Approval Notification for the erection of a single storey rear extension measuring 6.00m (from existing rear wall), 3.50m (maximum height) and 2.90m (height to eaves).",Unknown,Prior Approval not required,Thu 04 Nov 2021,Unknown,Not Applicable
S/TPO/21/1492,Not Applicable,Mon 06 Sep 2021,Mon 06 Sep 2021,Land Between Masefield Avenue And Collingwood Crescent Stratton St Margaret Swindon,Works to trees within BOS TPO-05-2014.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/AMEND/21/1451,PP-10149532,Fri 03 Sep 2021,Fri 03 Sep 2021,84-86 Commercial Road Swindon SN1 5NW,Alteration to fenestration - Non-material amendment to previous permission S/PAOTH/21/0576.,Minor Amendment Approved,Minor Amendment Approved,Fri 19 Nov 2021,Unknown,Not Applicable
S/HOU/21/1445,PP-10182092,Thu 02 Sep 2021,Thu 02 Sep 2021,7 Carroll Close Liden Swindon SN3 6JH,Erection of a single storey rear extension,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/COND/21/1446,PP-10181267,Thu 02 Sep 2021,Thu 02 Sep 2021,2 Fowlers Farm Cottages Front Lane Blunsdon Swindon SN26 7BJ,Discharge of condition 2 (Roof Tile Sample) from previous consent S/LBC/20/0323.,Unknown,Permission Refused,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1474,Not Applicable,Wed 01 Sep 2021,Wed 22 Sep 2021,12 Morie Close Sparcells Swindon SN5 5FH,Erection of a single storey rear extension and conversion of garage into living accommodation.,Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/HOU/21/1437,PP-10178602,Wed 01 Sep 2021,Wed 01 Sep 2021,Elm Croft Medbourne Lane Liddington Swindon SN4 0EY,Erection of a single storey rear extension - alteration to previous permission S/HOU/20/0946.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1443,PP-10150834,Wed 01 Sep 2021,Fri 03 Sep 2021,62 Westlecot Road Old Town Swindon SN1 4HD,Erection of a single storey side and rear extension.,Application Granted,Granted Permission,Wed 10 Nov 2021,Unknown,Not Applicable
S/21/1426,PP-10152619,Fri 27 Aug 2021,Fri 03 Sep 2021,The Chalet Church Row Hinton Parva Swindon SN4 0DW,Demolition of The Chalet and erection of 1no. dwelling.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/HOU/21/1428,PP-10169856,Fri 27 Aug 2021,Fri 27 Aug 2021,16 Bourton Avenue Stratton St Margaret Swindon SN3 4LY,Erection of a single storey rear extension.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/HOU/21/1419,PP-10160764,Wed 25 Aug 2021,Tue 07 Sep 2021,5 Perrys Lane Wroughton Swindon SN4 9AX,Erection of single storey rear extension to garage and conversion of garage into annex.,Application Granted,Granted Permission,Mon 22 Nov 2021,Unknown,Not Applicable
S/HOU/21/1421,PP-10153785,Wed 25 Aug 2021,Tue 07 Sep 2021,30 Nindum Road Stratton St Margaret Swindon SN3 4BA,Erection of single storey side and rear extensions.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1412,Not Applicable,Tue 24 Aug 2021,Wed 25 Aug 2021,6 Cole Close Covingham Swindon SN3 5BU,"Prior Approval Notification for the erection of a single storey rear extension measuring 6.0m (from original rear wall), 2.65m (maximum height) and 2.45m (height to eaves).",Unknown,Prior Approval not required,Tue 16 Nov 2021,Unknown,Not Applicable
S/21/1406,PP-10140494,Mon 23 Aug 2021,Wed 01 Sep 2021,Swindon College North Star Avenue Swindon SN2 1DY,Provision of a veterinary training facility.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/ADV/21/1396,PP-10143254,Sat 21 Aug 2021,Tue 24 Aug 2021,1-4 Devizes Road Old Town Swindon SN1 4BJ,Display of various illuminated and non-illuminated signage.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/TWC/21/1420,PP-10152241,Sat 21 Aug 2021,Sat 21 Aug 2021,Butts Business Centre Butts Road Chiseldon Swindon,Works to a beech hedge within a Conservation Area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/TWC/21/1422,Not Applicable,Sat 21 Aug 2021,Sat 21 Aug 2021,Oakham 4 Turnball Chiseldon Swindon SN4 0LH,Works to lawson cypress tree within a Conservation Area.,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1393,PP-09679259,Fri 20 Aug 2021,Mon 20 Sep 2021,12 Hodson Road Chiseldon Swindon SN4 0LN,Erection of a single/two storey rear extention.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1403,Not Applicable,Fri 20 Aug 2021,Tue 07 Sep 2021,474 Cricklade Road Swindon SN2 7BG,"Erection of single storey rear and side extensions, front canopy and detached annexe to rear.",Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/21/1399,Not Applicable,Thu 19 Aug 2021,Tue 21 Sep 2021,C.J. Parry Ltd. Unit B Bartrop Yard Westrop Highworth Swindon SN6 7HJ,Erection of 3no. dwellings and associated works and the demolition of existing extension.,Unknown,Permission Refused,Thu 11 Nov 2021,Unknown,Not Applicable
S/HOU/21/1389,PP-10146759,Thu 19 Aug 2021,Wed 25 Aug 2021,Poplars Hodson Road Chiseldon Swindon SN4 0LN,Creation of new vehicular egress.,Application Granted,Granted Permission,Wed 10 Nov 2021,Unknown,Not Applicable
S/HOU/21/1400,Not Applicable,Thu 19 Aug 2021,Thu 19 Aug 2021,6 Fitzroy Road Old Town Swindon SN1 4DU,Erection of first floor side and two/ single storey rear extensions.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/LDP/21/1394,Not Applicable,Thu 19 Aug 2021,Mon 06 Sep 2021,47 Bath Road Old Town Swindon SN1 4AU,Certificate of lawfulness (Proposed) for the erection of an outbuilding.,Application Granted,Granted Permission,Thu 04 Nov 2021,Unknown,Not Applicable
S/AMEND/21/1380,PP-10135158,Tue 17 Aug 2021,Fri 15 Oct 2021,Kings Lane Farm Kite Hill Wanborough Swindon SN4 0AW,Non-material amendment to previous permission S/20/0384 regarding changing the main roof from hip to gable.,Minor Amendment Approved,Minor Amendment Approved,Tue 09 Nov 2021,Unknown,Not Applicable
S/ADV/21/1372,PP-10135960,Mon 16 Aug 2021,Wed 22 Sep 2021,Former Aspen House Site Temple Street Swindon,Display of various illuminated and non illuminaged signage,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/LDP/21/1369,PP-10132675,Mon 16 Aug 2021,Mon 23 Aug 2021,7 Peridot Close Swindon Swindon SN25 2ST,Certificate of Lawfulness (proposed) for the installation of Velux Windows,Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/HOU/21/1398,Not Applicable,Mon 16 Aug 2021,Fri 01 Oct 2021,19 Field Rise Old Town Swindon SN1 4HP,Erection of porch to front.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1368,PP-09959142,Sun 15 Aug 2021,Sun 29 Aug 2021,7 The Ridge Blunsdon Swindon SN26 7AD,Erection of a 3m high x 16.3m fence to rear of property,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/HOU/21/1363,PP-10120434,Fri 13 Aug 2021,Fri 20 Aug 2021,3 The Crescent Chiseldon Swindon SN4 0NB,Erection of a single storey rear extension.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/LDP/21/1359,PP-10127037,Thu 12 Aug 2021,Thu 12 Aug 2021,113 The Broadway Moredon Swindon SN25 3BW,Certificate of Lawfulness (Proposed) for the erection of a rear dormer window.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/21/1358,PP-10106274,Thu 12 Aug 2021,Wed 25 Aug 2021,Kingsdown Road Swindon,"Installation of 132kv underground cabling along the public highway between the proposed 132kv solar farm substation north of Kingsdown Lane and the existing 33kv SSE Stratton substation north of Kingsdown Road, via Highworth Road, Kingsdown.",Application Granted,Granted Permission,Fri 26 Nov 2021,Unknown,Not Applicable
S/HOU/21/1346,PP-10119522,Wed 11 Aug 2021,Wed 11 Aug 2021,17 Kennet Road Wroughton Swindon SN4 9EB,Erection of a single storey rear extension and insertion of new windows to North West and South East elevations.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/HOU/21/1370,Not Applicable,Wed 11 Aug 2021,Thu 19 Aug 2021,54 Windsor Road Lawn Swindon SN3 1JX,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1377,Not Applicable,Wed 11 Aug 2021,Tue 17 Aug 2021,35 Okebourne Park Liden Swindon SN3 6AH,Erection of a first floor side extension,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/21/1340,PP-10113804,Tue 10 Aug 2021,Thu 26 Aug 2021,Tommy Hilfiger 19 - 23 Great Western Outlet Village 1 - 144 Kemble Drive Rodbourne Swindon SN2 2DY,Alterations to existing shopfront.,Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/HOU/21/1344,PP-10108765,Tue 10 Aug 2021,Wed 25 Aug 2021,72 Westlecot Road Old Town Swindon SN1 4HE,Erection of first floor extension and single storey side and rear extensions.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/COND/21/1332,PP-10010684,Mon 09 Aug 2021,Mon 09 Aug 2021,Phase 3 Badbury Park Land At Commonhead Swindon,"Discharge of conditions 7, 22 and 23 following outline permission S/OUT/18/1140 for the erection of up to 300 dwellings and public open space with associated works, including noise attenuation bunds, structural landscaping and drainage infrastructure. - All matters reserved.",Unknown,Conditions Partially Discharged,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1336,PP-10094058,Mon 09 Aug 2021,Mon 09 Aug 2021,16 Richmond Road Rodbourne Cheney Swindon SN2 1LZ,Erection of single storey front and single storey/ two storey rear extensions.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/HOU/21/1330,PP-10107400,Sat 07 Aug 2021,Wed 08 Sep 2021,Bourne House Draycot Foliat Lane Draycot Foliat Swindon SN4 0HX,"Erection of two storey side and rear extensions, flue, entrance gates and boundary fence.",Application Granted,Granted Permission,Thu 11 Nov 2021,Unknown,Not Applicable
S/HOU/21/1321,PP-10098023,Thu 05 Aug 2021,Thu 05 Aug 2021,31A Benwell Close Westlea Swindon SN5 7BY,Erection of a first floor side extension and garage conversion to ancillary accomodation.,Application Granted,Granted Permission,Wed 24 Nov 2021,Unknown,Not Applicable
S/HOU/21/1312,PP-10094979,Wed 04 Aug 2021,Fri 06 Aug 2021,62 Upham Road Old Walcot Swindon SN3 1DN,"Erection of a two storey side/rear extension, single storey front extension and widening of existing dropped kerb.",Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/HOU/21/1314,PP-10095894,Wed 04 Aug 2021,Wed 04 Aug 2021,11 Elcombe Wroughton Swindon SN4 9QL,Erection of two storey rear extension and side extension.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/HOU/21/1317,PP-10100406,Wed 04 Aug 2021,Wed 11 Aug 2021,The Spinney Cricklade Road Highworth Swindon SN6 7BW,"Erection of a raised pitched roof to garage, front and rear dormers on 1st floor, single storey 1st floor extension to rear anderection of fencing and gates at front of property.",Unknown,Permission Refused,Thu 04 Nov 2021,Unknown,Not Applicable
S/HOU/21/1313,PP-10095058,Wed 04 Aug 2021,Wed 04 Aug 2021,60 Upham Road Old Walcot Swindon SN3 1DN,Erection of a two storey rear extension and enlargement of dropped kerb.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/21/1318,PP-09900044,Wed 04 Aug 2021,Wed 18 Aug 2021,Unit A1 North Swindon District Centre Abbey Meads Swindon SN25 4BG,Works to External Staircase and installation new waterproofing system.,Application Granted,Granted Permission,Tue 16 Nov 2021,Unknown,Not Applicable
S/ADV/21/1296,PP-10090458,Sat 31 Jul 2021,Mon 16 Aug 2021,Unit 1 Ignition Park Swindon SN3 5FB,"Display of 3no. externally illuminated signs, 1no. non-illuminated freestanding pylon sign and 1no. internally illuminated projecting sign.",Application Granted,Granted Permission,Tue 30 Nov 2021,Unknown,Not Applicable
S/TPO/21/1290,PP-10084731,Fri 30 Jul 2021,Fri 30 Jul 2021,The Old Vicarage Church Lane Bishopstone Swindon SN6 8PY,Work to tree -BOS TPO (No.3) 1997,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/LBC/21/1294,PP-10088301,Fri 30 Jul 2021,Fri 06 Aug 2021,The Limes 21 Green Road Upper Stratton Swindon SN2 7JA,Redevelopment including demolition and alterations to listed building,Application Granted,Granted Permission,Thu 04 Nov 2021,Unknown,Not Applicable
S/COND/21/1320,Not Applicable,Fri 30 Jul 2021,Thu 05 Aug 2021,46 Church Road Wanborough Swindon SN4 0BZ,Discharge of condition 19 (Driveway Improvement Works) from previous permission S/13/0920.,Conditions Discharged,Conditions Discharged,Wed 10 Nov 2021,Unknown,Not Applicable
S/HOU/21/1283,PP-10076042,Thu 29 Jul 2021,Thu 29 Jul 2021,51 Sevenfields Highworth Swindon SN6 7NF,Erection of a single storey rear extension.,Application Granted,Granted Permission,Tue 23 Nov 2021,Unknown,Not Applicable
S/TPO/21/1309,Not Applicable,Thu 29 Jul 2021,Thu 29 Jul 2021,21 The Marlestones Old Town Swindon Swindon SN1 4NA,Works to a silver birch within TPO-SBC-2021-04.,Unknown,Permission Refused,Mon 29 Nov 2021,Unknown,Not Applicable
S/TPO/21/1308,Not Applicable,Thu 29 Jul 2021,Thu 29 Jul 2021,7 Hargreaves Road Groundwell Industrial Estate Swindon,Works to tree within BOS TPO No. 33 (2010).,Application Granted,Granted Permission,Fri 05 Nov 2021,Unknown,Not Applicable
S/ADV/21/1287,PP-10085241,Thu 29 Jul 2021,Thu 26 Aug 2021,Unit 2 Greenbridge Retail Park Swindon SN3 3SG,"Display of internally illuminated & non illuminated fascia signs, non illuminated wall mounted signs and replacement panel to existing totem sign.",Application Granted,Granted Permission,Wed 10 Nov 2021,Unknown,Not Applicable
