Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision 
S/20/1324,PP-09154080,Tue 13 Oct 2020,Tue 13 Oct 2020,Burderop Park House Burderop Park Wroughton Swindon SN4 0QD,"Change of use of the mansion, tudor wing and north wing from offices (Use Class B1(a)) to a dwelling (Use Class C3) with guest apartment,3 bedroom annexe and games room, installation of swimming pool in north wing, erection of a detached garage and associated works.",Application Granted,Granted Permission,Fri 28 May 2021,Unknown,Not Applicable
S/HOU/20/1265,Not Applicable,Thu 24 Sep 2020,Thu 24 Sep 2020,1 Ash Gardens South Marston Swindon SN3 4XX,Erection of a first floor side/ rear extension.,Application Granted,Granted Permission,Tue 18 May 2021,Unknown,Not Applicable
S/COND/20/1029,PP-08975897,Mon 17 Aug 2020,Mon 17 Aug 2020,The Quadrant Stonehill Green Swindon SN5 7HB,Discharge of condition 2 from Prior Approval Notification S/PRIORC/16/0477 - Prior Approval Notification for the change of use from offices (class B1(a)) to dwelling houses (class C3) (100no. flats).,Conditions Discharged,Conditions Discharged,Mon 17 May 2021,Unknown,Not Applicable
S/HOU/20/1081,Not Applicable,Thu 06 Aug 2020,Mon 15 Mar 2021,66 Bowood Road Kingshill Swindon SN1 4LP,Erection of a single storey rear extension and construction of a patio area. (Retrospective),Application Granted,Granted Permission,Fri 14 May 2021,Unknown,Not Applicable
S/20/0618,Not Applicable,Wed 13 May 2020,Thu 14 May 2020,76 - 78 Bath Road Old Town Swindon SN1 4AY,Change of use from 1no. dwelling (78 Bath Road) to 9-persons (8 bedrooms) house in multiple occupation (HMO) plus single storey extensions to 76 and 78 Bath Road to create 2no. studios/ apartments.,Application Granted,Granted Permission,Mon 24 May 2021,Unknown,Not Applicable
S/20/0546,PP-08623604,Tue 05 May 2020,Tue 05 May 2020,Land At Ventnor Close Haydon Wick Swindon,Erection of 8no. dwellings and associated works (Site 1) and construction of parking area (Site 2).,Application Granted,Granted Permission,Mon 24 May 2021,Unknown,Not Applicable
S/RES/20/0515,PP-08645210,Mon 27 Apr 2020,Mon 27 Apr 2020,"Land Off B4019, Broad Blunsdon Swindon SN26 8DJ",Reserved Matters application following outline planning permission S/OUT/19/0294 for the erection of up to 43no. dwellings and associated works.,Unknown,Reserved Matters Approved,Fri 21 May 2021,Unknown,Not Applicable
S/20/0435,PP-08623661,Fri 03 Apr 2020,Mon 27 Apr 2020,Land At Ashley Close Walcot Swindon,Erection of 3no. dwellings and associated works.,Application Granted,Granted Permission,Mon 24 May 2021,Unknown,Not Applicable
S/20/0174,Not Applicable,Mon 03 Feb 2020,Thu 06 Feb 2020,Land To The Rear Of 1 & 3 Green Road Upper Stratton Swindon SN2 7JA,Erection of 2no. dwellings and associated works.,Application Granted,Granted Permission,Thu 27 May 2021,Unknown,Not Applicable
S/20/0063,Not Applicable,Tue 14 Jan 2020,Thu 16 Jan 2020,Land Adjacent To 85 Clifton Street Kingshill Swindon SN1 3PZ,Erection of 6 flats and associated works.,Unknown,Permission Refused,Thu 13 May 2021,Unknown,Not Applicable
S/04/1459,Not Applicable,Thu 22 Apr 2004,Thu 22 Apr 2004,Doctors Surgery 33 Victoria Road Swindon SN1 3AW,Change of use of doctors surgery to 5 no. flats.,Application Granted,Granted Permission,Fri 28 May 2021,Unknown,Not Applicable
S/PHOU/21/0511,PP-09642665,Thu 18 Mar 2021,Thu 18 Mar 2021,40 Church Walk South Rodbourne Cheney Swindon SN2 2JE,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.5m (from original rear wall), 2.8m (maximum height) and 2.8m (height to eaves).",Unknown,Prior Approval Refused,Fri 23 Apr 2021,Unknown,Not Applicable
S/PHOU/21/0506,PP-09640723,Thu 18 Mar 2021,Thu 18 Mar 2021,73 Grange Drive Stratton St Margaret Swindon SN3 4JX,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.0m (from original rear wall), 3.5m (maximum height) and 2.5m (height to eaves).",Unknown,Prior Approval not required,Thu 29 Apr 2021,Unknown,Not Applicable
S/PHOU/21/0516,PP-09637038,Thu 18 Mar 2021,Thu 18 Mar 2021,135 Perrys Lane Wroughton Swindon SN4 9BA,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.5m (from original rear wall), 3.75m (maximum height) and 2.55m (height to eaves).",Unknown,Prior Approval not required,Tue 27 Apr 2021,Unknown,Not Applicable
S/LDP/21/0666,Not Applicable,Wed 17 Mar 2021,Fri 26 Mar 2021,12 Robinsgreen Covingham Swindon SN3 5AY,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/TWC/21/0646,Not Applicable,Sun 14 Mar 2021,Sun 14 Mar 2021,175 Cheney Manor Road Swindon SN2 2NY,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/TWC/21/0647,Not Applicable,Sun 14 Mar 2021,Sun 14 Mar 2021,Century House Nell Hill Hannington Swindon SN6 7RS,Works to tree within a Conservation Area.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/LDP/21/0478,PP-09616911,Sat 13 Mar 2021,Mon 15 Mar 2021,3 Doyle Close Taw Hill Swindon SN25 1WQ,Certificate of Lawful Development (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/TWC/21/0642,Not Applicable,Thu 11 Mar 2021,Thu 11 Mar 2021,The Lynchets Icknield Way Bishopstone Swindon SN6 8PW,Works to trees in a conservation area.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/COND/21/0449,PP-09608700,Tue 09 Mar 2021,Tue 09 Mar 2021,Green Willows High Street Wanborough Swindon SN4 0AD,Discharge of conditions 3 (Use Of Garage) and 5 (Materials) from previous permission S/HOU/18/0707.,Conditions Discharged,Conditions Discharged,Wed 28 Apr 2021,Unknown,Not Applicable
S/TWC/21/0600,09589377,Tue 09 Mar 2021,Tue 09 Mar 2021,1 Slipper Lane Chiseldon Swindon SN4 0LL,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/TWC/21/0598,PP-08877314,Mon 08 Mar 2021,Mon 08 Mar 2021,The Cottage Hunts Hill Blunsdon Swindon SN26 7BN,Works to trees in a conservation area.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/HOU/21/0429,PP-09580370,Sat 06 Mar 2021,Mon 08 Mar 2021,37 Gold View Rushey Platt Swindon SN5 8ZG,Conversion of garage into habitable space.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0565,Not Applicable,Fri 05 Mar 2021,Fri 05 Mar 2021,54 Tulip Tree Close Pinehurst Swindon SN2 1RR,Conversion of part of garage into habitable space and increase in height.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0418,PP-09583708,Fri 05 Mar 2021,Fri 05 Mar 2021,13 Compton Close Eldene Swindon SN3 6DW,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/LDP/21/0582,Not Applicable,Fri 05 Mar 2021,Mon 08 Mar 2021,18 Bishopdale Close Nine Elms Swindon SN5 5UJ,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0560,Not Applicable,Wed 03 Mar 2021,Wed 03 Mar 2021,30 Baskerville Road Covingham Swindon SN3 5DD,Erection of a single storey front extension.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0406,PP-09585962,Wed 03 Mar 2021,Wed 03 Mar 2021,3 Harbour Close Moredon Swindon SN25 3DL,Erection of side extension and porch to front.,Unknown,Permission Refused,Fri 30 Apr 2021,Unknown,Not Applicable
S/TWC/21/0561,Not Applicable,Wed 03 Mar 2021,Wed 03 Mar 2021,4 Newtown Cottages Newtown Lane Bishopstone Swindon SN6 8QA,Works to trees in a conservation area.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/LDP/21/0408,PP-09586769,Wed 03 Mar 2021,Wed 03 Mar 2021,14 Grasmere Liden Swindon SN3 6LE,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/PHOU/21/0407,Not Applicable,Wed 03 Mar 2021,Thu 04 Mar 2021,63 Warrener Close Groundwell Swindon SN25 4AH,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.5m (from original rear wall), 3.4m (maximum height) and 2.15m (height to eaves).",Unknown,Prior Approval not required,Thu 15 Apr 2021,Unknown,Not Applicable
S/HOU/21/0394,PP-09581769,Tue 02 Mar 2021,Tue 02 Mar 2021,101 Clifton Street Kingshill Swindon SN1 3QA,Erection of a detached garage to rear.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/PHOU/21/0387,Not Applicable,Tue 02 Mar 2021,Tue 02 Mar 2021,74 Wheeler Avenue Stratton St Margaret Swindon SN2 7HN,"Prior Approval Notification for the erection of a single storey side/rear extension measuring 5.40m (from original rear wall), 2.80m (maximum height) and 2.60m (height to eaves).",Unknown,Prior Approval Refused,Tue 13 Apr 2021,Unknown,Not Applicable
S/AMEND/21/0392,PP-09579886,Tue 02 Mar 2021,Thu 25 Mar 2021,70 Westlecot Road Old Town Swindon SN1 4HE,"Non-material amendment to previous permission S/19/1120 to allow changes to ground floor flank walls from granite to render, removal of zinc roof element and adjust roof glazing to suit.",Application Withdrawn,Application Withdrawn,Mon 19 Apr 2021,Unknown,Not Applicable
S/PO2R/21/0497,Not Applicable,Mon 01 Mar 2021,Mon 01 Mar 2021,Stirling House Viscount Way Swindon SN3 4TN,Prior Approval Notification for the change of use from offices (Class B1a) to 26no. residential flats (Class C3).,Unknown,Prior Approval required and given,Fri 23 Apr 2021,Unknown,Not Applicable
S/LDP/21/0366,PP-09574420,Mon 01 Mar 2021,Mon 01 Mar 2021,80 White Eagle Road Haydon End Swindon SN25 1PS,Certificate of Lawfulness (proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/HOU/21/0380,PP-09575521,Mon 01 Mar 2021,Mon 01 Mar 2021,112 Okus Road Swindon SN1 4JP,Erection of 2 no. rear dormer windows.,Application Granted,Granted Permission,Mon 26 Apr 2021,Unknown,Not Applicable
S/HOU/21/0368,PP-09574616,Mon 01 Mar 2021,Mon 01 Mar 2021,11 Whittingham Drive Wroughton Swindon SN4 0TA,Erection of a conservatory.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/HOU/21/0375,PP-09574886,Mon 01 Mar 2021,Mon 01 Mar 2021,152 Whitworth Road Swindon SN25 3BJ,Erection of a single storey rear extension and front porch.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0379,PP-09575213,Mon 01 Mar 2021,Mon 01 Mar 2021,68 Whiteman Street Gorse Hill Swindon SN2 1BW,Erection of a single storey rear extension and first floor rear extension.,Application Granted,Granted Permission,Mon 26 Apr 2021,Unknown,Not Applicable
S/HOU/21/0374,PP-09574816,Mon 01 Mar 2021,Mon 01 Mar 2021,9 Lidenbrook Liddington Swindon SN4 0HL,"Erection of a single storey rear extension, extension to existing garage, 1 no. front dormer window and 2 no. rear dormer windows.",Application Granted,Granted Permission,Mon 26 Apr 2021,Unknown,Not Applicable
S/PHOU/21/0355,Not Applicable,Fri 26 Feb 2021,Fri 26 Feb 2021,119 Marlborough Road Swindon SN3 1NJ,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.65m (from original rear wall), 3.6m (maximum height) and 2.65m (height to eaves).",Unknown,Prior Approval not required,Thu 08 Apr 2021,Unknown,Not Applicable
S/TWC/21/0494,Not Applicable,Fri 26 Feb 2021,Fri 26 Feb 2021,Castle Carey 5 Bakers Road Wroughton Swindon SN4 0RP,Works to tree within a Conservation Area.,Application Granted,Granted Permission,Wed 14 Apr 2021,Unknown,Not Applicable
S/HOU/21/0345,PP-09561107,Wed 24 Feb 2021,Wed 24 Feb 2021,55 Windsor Road Lawn Swindon SN3 1JU,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/ADV/21/0344,PP-09561082,Wed 24 Feb 2021,Wed 24 Feb 2021,10A Clive Parade Pinehurst Swindon SN2 1AJ,Display of a double sided advertising panel.,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/HOU/21/0336,PP-09559499,Wed 24 Feb 2021,Wed 24 Feb 2021,13 Sheerwold Close Stratton St Margaret Swindon SN3 4XW,Erection of an attached garage to side.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0343,PP-09560594,Wed 24 Feb 2021,Wed 24 Feb 2021,12 Northfield Way Nythe Swindon SN3 3NJ,Conversion of existing garage into living accommodation.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0330,PP-09555046,Wed 24 Feb 2021,Wed 24 Feb 2021,10 The Willows Highworth Swindon SN6 7PG,"Erection of a first floor side extension, conversion of garage into habitable space and erection of a single storey rear extension.",Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0337,PP-09559678,Wed 24 Feb 2021,Wed 24 Feb 2021,227 Marlborough Road Swindon SN3 1NN,Erection of part two-storey part single-storey rear extensions incorporating rear dormer window and demolition of existing detached garage,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0342,PP-09552772,Wed 24 Feb 2021,Wed 24 Feb 2021,92 Cheney Manor Road Swindon SN2 2NR,Replacement Single Storey Extension,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/LDO/21/0339,Not Applicable,Tue 23 Feb 2021,Thu 25 Feb 2021,Building 91 BMW Plant Swindon Bridge End Road Stratton St Margaret Swindon,Certificate of lawfulness (Proposed) for the demolition of existing single storey structures and to reclad all external elevations to existing building 91.0.,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/TWC/21/0485,Not Applicable,Tue 23 Feb 2021,Tue 23 Feb 2021,Curtis House Cues Lane Bishopstone Swindon SN6 8PP,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/TWC/21/0489,Not Applicable,Tue 23 Feb 2021,Tue 23 Feb 2021,16 Church Road Wanborough Swindon SN4 0BZ,Works to trees in a conservation area.,Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/HOU/21/0318,PP-09545685,Mon 22 Feb 2021,Mon 22 Feb 2021,45 Horseshoe Crescent Peatmoor Swindon SN5 5AX,Erection of a single storey rear extension and replacement of existing polycarbonate conservatory roof with solid warm roof system.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/HOU/21/0315,PP-09538236,Fri 19 Feb 2021,Fri 19 Feb 2021,69 Windsor Road Lawn Swindon SN3 1JU,Erection of first floor side extension.,Application Granted,Granted Permission,Thu 29 Apr 2021,Unknown,Not Applicable
S/HOU/21/0316,PP-09542580,Fri 19 Feb 2021,Fri 19 Feb 2021,7 Tower Road Peatmoor Swindon SN5 5BG,Erection of a two storey side extension.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0309,PP-09542469,Fri 19 Feb 2021,Fri 19 Feb 2021,7 Hodds Hill Swindon SN5 5BJ,Erection of a first floor side and single storey rear extension.,Application Granted,Granted Permission,Fri 16 Apr 2021,Unknown,Not Applicable
S/TPO/21/0440,Not Applicable,Fri 19 Feb 2021,Fri 19 Feb 2021,Former Uk Life Centre Station Road Swindon SN1 1EL,Works to trees within BOS TPO 07 (2014).,Split Decision for Tree Works,Split Decision for Tree Works,Tue 20 Apr 2021,Unknown,Not Applicable
S/LDP/21/0314,PP-09529358,Fri 19 Feb 2021,Fri 19 Feb 2021,8 Wayne Close Abbey Meads Swindon SN25 4WL,Certificate of Lawfulness (proposed) for the erection of a single storey rear extension,Application Granted,Granted Permission,Thu 15 Apr 2021,Unknown,Not Applicable
S/TPO/21/0304,PP-09533898,Thu 18 Feb 2021,Thu 18 Feb 2021,St Philip Church Beechcroft Road Swindon,Works to Lime trees within HRDC 1973.,Application Granted,Granted Permission,Thu 22 Apr 2021,Unknown,Not Applicable
S/HOU/21/0303,PP-09536276,Thu 18 Feb 2021,Thu 18 Feb 2021,26 Lampeter Road Oakhurst Swindon SN25 2BP,Erection of single storey rear extensions and conversion of garage into living accommodation.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/TWC/21/0439,PP-09539585,Thu 18 Feb 2021,Thu 18 Feb 2021,27 Goddard Avenue Old Town Swindon SN1 4HR,Works to trees in a conservation area.,Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/PHOU/21/0307,Not Applicable,Thu 18 Feb 2021,Thu 18 Feb 2021,13 Myrtle Gardens Pinehurst Swindon SN2 1SB,"Prior Approval Notification for the erection of a single storey rear extension measuring 6.0m (from original rear wall), 3m (maximum height) and 2.10m (height to eaves).",Unknown,Prior Approval not required,Thu 01 Apr 2021,Unknown,Not Applicable
S/HOU/21/0442,Not Applicable,Thu 18 Feb 2021,Mon 08 Mar 2021,18 Greenfields South Marston Swindon SN3 4SQ,Erection of a two storey side/rear extension.,Unknown,Permission Refused,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0300,PP-09534336,Wed 17 Feb 2021,Wed 17 Feb 2021,178 Kingshill Road Kingshill Swindon SN1 4LL,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/LDP/21/0437,Not Applicable,Wed 17 Feb 2021,Mon 22 Feb 2021,4 Keycroft Copse Peatmoor Swindon SN5 5AE,Certificate of lawfulness (Proposed) for the erection of a dormer window to rear.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/HOU/21/0301,PP-09534752,Wed 17 Feb 2021,Wed 17 Feb 2021,46 Sandown Avenue Lakeside Swindon SN3 1QQ,Erection of a single storey rear extension.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/ADV/21/0298,PP-09527902,Wed 17 Feb 2021,Wed 17 Feb 2021,Tesco Express Liden Centre Liden Swindon SN3 6HP,"Display of 4 no. fascia signs , 1 no. Projecting sign and 2 no. vinyl signs.",Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/HOU/21/0299,PP-09534222,Wed 17 Feb 2021,Wed 17 Feb 2021,3 Mellow Ground Haydon Wick Swindon SN25 1QJ,Erection of a two storey side extension.,Application Granted,Granted Permission,Wed 21 Apr 2021,Unknown,Not Applicable
S/HOU/21/0294,PP-09528907,Tue 16 Feb 2021,Tue 16 Feb 2021,25 Oliver Close The Prinnels Swindon SN5 6NP,Erection of single storey rear and front extensions.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/TWC/21/0412,PP-09527305,Tue 16 Feb 2021,Tue 16 Feb 2021,33 Westlecot Road Old Town Swindon SN1 4EZ,Works to trees in a conservation area.,Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/LDP/21/0291,PP-09526781,Tue 16 Feb 2021,Mon 08 Mar 2021,3 Beranburh Field Wroughton Swindon SN4 0QL,Certificate of lawfulness (Proposed) for the erection of an outbuilding and associated paving/ access.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/TPO/21/0413,PP-09529124,Tue 16 Feb 2021,Tue 16 Feb 2021,The Estate Office Kembrey Business Park Upper Stratton Swindon SN2 8YZ,Works to various trees within BOS TPO No. 12 2005.,Application Granted,Granted Permission,Wed 14 Apr 2021,Unknown,Not Applicable
S/LDP/21/0382,Not Applicable,Tue 16 Feb 2021,Tue 02 Mar 2021,5 Strouds Hill Chiseldon Swindon SN4 0NH,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension with velux windows and velux windows to main roof rear.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/21/0280,PP-09518130,Mon 15 Feb 2021,Mon 15 Feb 2021,Forked Elm Broad Bush Blunsdon Swindon SN26 7ES,Erection of a machinery and equipment store.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0401,Not Applicable,Mon 15 Feb 2021,Thu 04 Mar 2021,1 Turner Street Kingshill Swindon SN1 4NJ,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0288,PP-09526196,Mon 15 Feb 2021,Mon 15 Feb 2021,23 Sudeley Way Grange Park Swindon SN5 6JA,Erection of a single storey front extension.,Application Granted,Granted Permission,Mon 19 Apr 2021,Unknown,Not Applicable
S/AMEND/21/0287,PP-09386315,Mon 15 Feb 2021,Wed 03 Mar 2021,Land Adjacent To 160 Croft Road Old Town Swindon,Non-material amendment to previous permission S/RES/18/0746 regarding Plot 18 footprint handing and amendment to plot entrance footpaths.,Minor Amendment Approved,Minor Amendment Approved,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0386,Not Applicable,Mon 15 Feb 2021,Mon 15 Feb 2021,73 Woodland View Wroughton Swindon SN4 9AA,Erection of a first floor side extension.,Application Granted,Granted Permission,Tue 06 Apr 2021,Unknown,Not Applicable
S/HOU/21/0281,PP-09522537,Mon 15 Feb 2021,Thu 04 Mar 2021,31 Birkdale Close Redhouse Swindon SN25 2DH,Erection of a single story rear extension.,Application Granted,Granted Permission,Tue 27 Apr 2021,Unknown,Not Applicable
S/PAOTH/21/0398,PP-09491903,Fri 12 Feb 2021,Fri 12 Feb 2021,Castle Eaton Anaerobic Digester Plant Droveway Castle Eaton Swindon SN6 6JX,Prior Approval notification for the erection of a technical building for containing plant and machinery.,Unknown,Prior Approval required and given,Thu 01 Apr 2021,Unknown,Not Applicable
S/LDP/21/0276,PP-09517191,Fri 12 Feb 2021,Fri 12 Feb 2021,84 The Street Moredon Swindon SN25 3HH,Certificate of lawfulness (Proposed) for the erection of a rear dormer window.,Application Granted,Granted Permission,Mon 12 Apr 2021,Unknown,Not Applicable
S/HOU/21/0278,PP-09517314,Fri 12 Feb 2021,Fri 12 Feb 2021,2 Thrushel Close Haydon Wick Swindon SN25 3PP,Erection of a two storey side extension and single storey front extension,Application Granted,Granted Permission,Thu 01 Apr 2021,Unknown,Not Applicable
S/HOU/21/0397,Not Applicable,Fri 12 Feb 2021,Mon 15 Feb 2021,2 Amersham Road Park South Swindon SN3 2BA,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 12 Apr 2021,Unknown,Not Applicable
S/HOU/21/0391,Not Applicable,Thu 11 Feb 2021,Tue 02 Mar 2021,55 Olive Grove Pinehurst Swindon SN25 3DB,Erection of a single storey front extension.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/LDP/21/0273,PP-09513881,Thu 11 Feb 2021,Thu 11 Feb 2021,65 Swindon Road Wroughton Swindon SN4 9AG,Certificate of Lawfulness (proposed) for the erection of 1 no. rear dormer window.,Application Granted,Granted Permission,Thu 08 Apr 2021,Unknown,Not Applicable
S/LBC/21/0264,PP-09479105,Wed 10 Feb 2021,Fri 19 Feb 2021,Swindon Railway Station Station Road Swindon SN1 1DQ,"Repairs to the canopies on Platform 1 and Platform 3, to include replacement of dagger boards, glazing and bitumen roof covering.",Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0266,PP-09508739,Wed 10 Feb 2021,Wed 03 Mar 2021,17 Harvey Grove Ferndale Swindon SN2 2PA,Erection of a detached summerhouse (ancillary to main dwellinghouse.),Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/21/0388,Not Applicable,Tue 09 Feb 2021,Tue 02 Mar 2021,33 Castleton Road Middleleaze Swindon SN5 5GE,Erection of 1no. dwelling and associated works.,Unknown,Permission Refused,Tue 27 Apr 2021,Unknown,Not Applicable
S/COND/21/0253,PP-09398709,Tue 09 Feb 2021,Thu 04 Mar 2021,Land Adjoining Ivydene High Street Wanborough Swindon SN4 0AD,"Discharge of conditions 3 (Boundary Treatment), 5 (Landscaping/ Planting Schedule), 7 (Hard Landscaping), 8 (Surface Water Drainage Scheme), 9 (Constuction Method Statement) and 12 (Boundary Treatment) from previous permission S/17/1664.",Conditions Discharged,Conditions Discharged,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0260,PP-09458159,Tue 09 Feb 2021,Tue 09 Feb 2021,6 Kishorn Close Sparcells Swindon SN5 5FW,Erection of a part two-storey part first floor side extension.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/COND/21/0262,PP-09429499,Tue 09 Feb 2021,Wed 24 Feb 2021,Parcel 10 Phase 3 Badbury Park Land At Commonhead Swindon,"Discharge of condition 7 (construction method statement) from Outline Planning Permission S/20/0233 - Phase 3 Badbury Park, in so far as it relates to parcel 10",Conditions Discharged,Conditions Discharged,Thu 15 Apr 2021,Unknown,Not Applicable
S/21/0263,PP-09494689,Tue 09 Feb 2021,Tue 02 Mar 2021,84-86 Commercial Road Swindon SN1 5NW,Change of use of former bank (Class E) to 7no. apartments (Class C3) and associated works.,Application Granted,Granted Permission,Thu 29 Apr 2021,Unknown,Not Applicable
S/HOU/21/0370,Not Applicable,Mon 08 Feb 2021,Mon 08 Feb 2021,6 Bucklebury Close Stratton St Margaret Swindon SN3 4JH,Erection of a two storey side and single storey rear extension.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
S/HOU/21/0249,PP-09494119,Sat 06 Feb 2021,Wed 10 Mar 2021,2A Caversham Close Old Walcot Swindon SN3 1DT,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 30 Apr 2021,Unknown,Not Applicable
S/HOU/21/0250,PP-09491361,Sat 06 Feb 2021,Sat 06 Feb 2021,10 Bankfoot Close Swindon SN5 5WZ,Erection of a first floor side/rear extension.,Application Granted,Granted Permission,Fri 16 Apr 2021,Unknown,Not Applicable
S/LDP/21/0369,Not Applicable,Fri 05 Feb 2021,Fri 05 Feb 2021,2 Henchard Crescent Taw Hill Swindon SN25 1BD,Certificate of lawfulness (Proposed) for the erection of a dormer window to rear.,Application Granted,Granted Permission,Thu 01 Apr 2021,Unknown,Not Applicable
S/HOU/21/0244,PP-09416487,Fri 05 Feb 2021,Fri 05 Feb 2021,162 Avonmead Haydon Wick Swindon SN25 3PS,Erection of a detached garage/store (Retrospective),Unknown,Permission Refused,Fri 23 Apr 2021,Unknown,Appeal Dismissed
S/HOU/21/0352,Not Applicable,Fri 05 Feb 2021,Fri 26 Feb 2021,The Old Post Office 87 Ermin Street Blunsdon Swindon SN26 8AA,Erection of a single storey rear extension with balcony.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0239,PP-09489546,Fri 05 Feb 2021,Thu 25 Feb 2021,48 Ashbury Avenue Nythe Swindon SN3 3LY,Erection of a single storey side extension and new roof to existing conservatory.,Application Granted,Granted Permission,Fri 23 Apr 2021,Unknown,Not Applicable
S/HOU/21/0324,Not Applicable,Fri 05 Feb 2021,Fri 05 Feb 2021,14 The Mall Old Town Swindon SN1 4JG,Erection of a single storey rear extension and rooflights to front and rear.,Application Granted,Granted Permission,Tue 13 Apr 2021,Unknown,Not Applicable
