,Name,Website,Address,Phone Number,Social Page,Social Page,Facilities and Capacity,Price Pdf link
724,The Carolina Inn, ,"211 Pittsboro Street Chapel Hill, NC, 27516",(919) 918-2715,http://www.facebook.com/CarolinaInn/utm_source=weddingwire.com&utm_medium=media&utm_content=directory+listing&utm_campaign=leisure,http://www.twitter.com/CarolinaInn/utm_source=weddingwire.com&utm_medium=media&utm_content=directory+listing&utm_campaign=leisure,"This venue has a plethora of different function rooms, whether your wedding is large and extravagant or intimate. Their smaller spaces can accommodate other events including showers, rehearsal dinners, and farewell brunches. Couples who choose to hold an outdoor ceremony have a choice of two courtyards: the Annie Watts Hill Courtyard or the Bryan Courtyard. Both feature beautiful red brick and lush greenery, providing a picturesque backdrop for photos. Guests can then retire to the reception area, of which there are several options. The John Sprunt Hill Ballroom is the largest reception hall and has a maximum capacity of 450 people. Guests can dine and dance in luxury under its delicate chandeliers and enjoy a sizable pre-function area. Alternately, the Chancellor’s Ballroom is another classic setting for traditional ballroom weddings. The Old Well Room is a magnificent setting for an art deco-inspired wedding. It boasts terrazzo floors, crystal chandeliers, and surrounding parlors that can be rented for the occasion. The venue’s other rooms and parlors suit small events and parties.", 
725,The Inn at Crestwood Restaurant and Spa, ,"3236 Shulls Mill Road Boone, NC, 28607",828-963-6646,http://www.facebook.com/crestwoodresort/,http://www.twitter/,"You can select from a variety of sites on this property for your ceremony or reception, including outdoor facilities and space for tented events. The verdant lawn at the back of the Inn can accommodate more than 200 guests while the Terrace and Gazebo can seat up to 175 guests. The Main Dining Room includes floor-to-ceiling windows that allow unforgettable sunset views for up to 100 seated guests. Furthermore, the upstairs Gallery may seat another 60 guests. Smaller spaces are also available for intimate events and breakout areas. These include the Library with all-glass doors, the Dawg Star Bar, and the Lounge.", 
726,The Smithfield Meeting Place, ,"135 North 3rd Street Smithfield, NC, 27577",9192055789, , , , 
727,Lewis Farm, ,"330 Lewis Road Gastonia, NC, 28054",7048421208,https://www.facebook.com/LewisFarm330/, , , 
728,Tobacco Road Brewery, ,"505 W Jones St. Raleigh, NC, 27603",919-995-4384,https://www.facebook.com/tobaccoroadbrewery/,https://www.instagram.com/tobaccoroadbrewing/,"The Balcony is a 400-square-foot open space that overlooks the main dining area and brewery. It can accommodate 20 people seated and 30 cocktail style. The Pinnacle is a 275-square-foot room that works well for intimate events, as it allows for 12–20 people seated. It offers views of the entire main dining area, the brewery, and the lower mezzanine. When the weather is pleasant, you may want to consider using Tobacco Road Brewery’s outdoor patio known as the Courtyard, which is located directly off the main bar, can accommodate 30–40 guests seated or cocktail style, and includes stunning views of the Powerhouse Square area, the train, and the Glenwood South entertainment district. The venue’s Press Box is a 575-square-foot room that provides a special dining experience with floor-to-ceiling glass walls and a private wrap-around mezzanine for your guests. This space can hold up to 50 people seated or 75 cocktail style. The largest room Tobacco Road Brewery offers is the Overlook, with 710 square feet of space and plenty of natural lighting from three high windows. This room is located on its own private level and can accommodate 65 people seated and up to 85 cocktail style.", 
729,The Collector's Room by Beau Monde, ,"1520 South Tryon Street Charlotte, NC, 28203",980.598.9772,https://www.facebook.com/beaumondevenues,https://www.instagram.com/thecollectorsroomclt,"In tandem with the Elder Gallery of Contemporary Art, The Collector's Room offers 10,000 square feet that can cater to over 300 guests. The Collector's Room by Beau Monde, available for ceremonies, receptions, showers, engagement parties, elopements, and rehearsal dinners. You can also take your guests’ event experience to the next level by curating your own art collection to showcase during your wedding celebration. In addition to each wheelchair-friendly space, this location has ample parking spots for your friends and family.",https://cdn0.weddingwire.com/solic/3/2/5/1/5/0/pricing-5055f7e1357a47e6_the-collectors-room-weddings-copy.pdf
730,The Yellow House, ,"89 Oakview Dr Waynesville, NC, 28786",8284520991, , ,"This versatile location contains an abundance of ideal indoor and outdoor event spaces. Couples can avail of a number of choices according to the scale of their celebrations. The venue contains suitable outdoor event areas for up to 50 guests; indoor ceremonies and receptions can be arranged in the inn for up to 25 people. The happy couple can celebrate with guests in the charming interior of the building amidst opulent decor and contemporary amenities. Alternatively, those wishing to host their nuptials on the stunning grounds can choose between majestic waterfall backdrops and vibrant greenery.",https://cdn0.weddingwire.com/solic/9/2/3/0/0/4/pricing-35e3a43a37c1f8_tyh-wedding-packages-2020.pdf
731,Creekside Farm, ,"368 Robinson Creek Rd Bostic, NC, 28018",8284291049,https://www.facebook.com/creeksidefarmvenue/,https://www.instagram.com/creeksidefarmvenue/,"Creekside Farm welcomes large parties to assemble under the raised ceiling of the barn and dance the night away. Lit from above by elegant chandeliers the space’s worn wooden interior is effortlessly rustic. Couples can celebrate their ceremony outside on the barn’s terrace framed by its large doors. There are three outdoor ceremony site options for you to choose from. Stepping inside, there is ample space allowing couples to arrange the space as needed for up to 136 guests. There are fireplaces both inside and outside for the colder months. There are also indoor and outdoor bars with drink buckets and rolling cooler carts available. Leading up to the ceremony, the party has access to two dressing rooms that provide privacy and a place in which to relax. There is parking available on-site and furniture is included with the rental of the venue. This includes rectangular tables and folding chairs. There is a prep-kitchen attached to the main room that is ideal for caterers. The space is climate-controlled making it perfect for parties no matter what time of year it is.",https://cdn0.weddingwire.com/solic/1/4/5/8/0/0/pricing-51060024f30eaaec_creekside-farm-price-list.pdf
732,Polanco Venue by Chef Carrasco, ,"10 n. market street Asheville, NC, 28801",7049897702,https://www.facebook.com/polancoasheville/?ref=page_internal,https://www.instagram.com/polancorestaurante/,"Weddings of up to 100 guests can be accommodated at Polanco Venue by Chef Carrasco. This rustic restaurant is perfect for intimate gatherings and small weddings. The cozy space features rich wooden floors, exposed brick, and comfortable seating. Elegant lighting fixtures illuminate the room, creating a relaxing ambiance. Couples can pose for photographs outside the tall redbrick building or in one of the homely alcoves inside. Guests can enjoy a cocktail from the bar made by professional mixologists. In addition to weddings, the restaurant can host engagement parties and rehearsal dinners.", 
733,Embassy Suites by Hilton Raleigh Crabtree, ,"4700 Creedmoor Road Raleigh, NC, 27612",919 645 1468, , ,"Accommodation
Every room at this hotel is a two-room suite combining a private living room and bedroom. These modern suites feature high-tech amenities as well as comfortable furnishings. Couples and guests can rest easy the night after the wedding knowing that they won’t have to find a way home and that every out-of-town attendee is taken care of.", 
734,Rainbow Room, ,"223 Hay Street Fayetteville, NC, 28301",9104864466, , ,The Rainbow Room offers the ultimate in flexibility. Bring your own food or your own caterer. Bring a DJ or use our ipod-ready in-house sound system. Or allow our creative event planner to help as little or as much as you want… its up to you!, 
735,The Currituck Club, ,"620 Currituck Clubhouse Drive Corolla, NC, 27927",2524572304,http://www.facebook.com/pages/The-Currituck-Club/317530548488?fref=ts,http://instagram.com/thecurrituckclub, , 
736,First Colony Inn, ,"6715 S. Croatan Hwy Nags Head, NC, 27959",8442671947,http://www.facebook.com/firstcolonyinn,http://pinterest.com/firstcolonyinn/, , 
737,"Celine and Company Catering ""The Hideaway""", ,"49 Broadway Asheville, NC, 28801",828-254-9902,http://www.facebook.com/51030276324, ,, 
738,Cabarrus Country Club, ,"3247 Weddington Road Concord, NC, 28027",7047863104,https://www.facebook.com/Cabarrus-Country-Club-159680560737824, , ,https://cdn0.weddingwire.com/solic/1/8/4/7/5/3/pricing-1490465397-214a843e02d0739f-catering_package_2017.pdf
739,The Inn at Rosehill & Rosehill Stables, ,"6623 Prospect Road Monroe, NC, 28112",7047643989,https://www.facebook.com/pages/The-Inn-at-Rosehill-Rosehill-Stables/137640586286254?ref=hl, ,We would love to help you make your special day perfect! Please feel free to contact me at innatrosehill@yahoo.com or at 704-764-3989, 
740,Nantahala Village, ,"9400 Hwy 19 Bryson City, NC, 28713",8284889000, , ,Facilities and Capacity, 
741,Three Oaks Studio, ,"59 Pigeon Stret Waynesville, NC, 28786",8284000119, , ,"Our intimate cottage location can comfortably host 35 guests. This is a perfect spot for your ceremony, intimate dinner or even to get ready with your bridal party.", 
742,The Banker's House,http://www.thebankershouse.org,"319 North Lafayette Street Shelby, NC, 28150",9804040096,https://www.facebook.com/TheBankersHouse,https://www.twitter.com/TheBankersHouse,"Located on two acres of land in uptown Shelby, The Banker’s House can accommodate weddings of up to 400 guests. It features a number of event spaces to host every stage of your celebration, from your rehearsal dinner to your beautiful reception. Spread out across over 5,300 square feet, the main house features a grand staircase, a bridal boudoir, a groom’s suite, and more. Outdoor celebrations can be held in the spacious gardens, which features vibrant greenery, manicured lawns, and charming paved areas, perfect for ceremonies and cocktail hours. With over 2,700 square feet of event space, the rustic barn has been fully renovated for modern comfort and vintage splendor. It is the perfect spot for a fun-filled reception",https://cdn0.weddingwire.com/solic/6/7/5/2/2/9/pricing-161eac3d17cdeb_banker-house-insert-pricing-2022.pdf
743,Trickle Creek Farm, ,"3620 Hwy 9 North Tryon, NC, 28782",8283290989,https://www.facebook.com/TrickleCreekFarmNC/, , , 
744,"Livingston Creek Farmers Harvest, LLC.", ,"49 Harvest Circle Bolton, 28423",9106554333,https://www.facebook.com/people/Livingston-Creek/100008455389898, , , 
745,The Fairview, ,"1125 Capital Boulevard Raleigh, NC, 27603",9198337900,https://www.facebook.com/thefairviewraleigh/?ref=page_internal,https://www.instagram.com/thefairviewraleigh/, , 
746,Pilot Mountain Vineyards & Winery, ,"1162 Bradley Rd Pinnacle, NC, 27043",3364884186,https://www.facebook.com/PilotMountainVineyards/,https://www.instagram.com/pmvwines/,Pilot Mountain Vineyards & Winery can comfortably accommodate weddings of up to 125 guests. The gorgeous outdoor ceremony location is nestled under towering trees for refreshing shade with a backdrop of the vineyard and an amazing view of Pilot Mountain. Receptions take place at the 2000 square foot indoor facility both inside and outside. This sprawling climate-controlled space has been designed for comfort and convenience and features a roomy dance floor to dance the night away.,https://cdn0.weddingwire.com/solic/5/5/8/8/2/0/pricing-10461b49d097dcd8_wedding-romance-at-pilot-mountain-vineyards-4.pdf
747,Ironwood Golf & Country Club, ,"200 Golf Club Wynd Greenville, NC, 27834",2527526659,https://www.facebook.com/IronwoodGolf/, ,"Ironwood Golf & Country Club has four different event spaces to consider, with both indoor and outdoor options. If you’ve got a small crowd, that’s fine, so long as you have a minimum of 25 people. At the upper end, they may accommodate 150 guests for a seated dinner and 250 for a standing function. This wheelchair-accessible spot is surrounded by lush green grass and trees, and the ballroom overlooks the 18th hole of the golf course, which is another great photo backdrop. There’s a covered terrace to use if experiencing inclement weather, so weather won’t put a damper on your plans, and each room has a private balcony.", 
748,Clarion Hotel Fayetville, ,"1944 Cedar Creek Road @ 1-95, @ 1-95 Fayetteville, NC, 28312",9103231600, , , , 
749,Lonesome Valley, ,"94 Lonesome Valley Road Sapphire, NC, 28774",8287437696,http://www.facebook.com/canyonkitchen?fref=ts,http://twitter.com/LonesomeValley,"For generations, Lonesome Valley has provided the ideal location to welcome family and friends. We invite you to create your own memories here.", 
750,The Majestique Center, ,"5309 E independence Blvd Charlotte, 28212",8884059824,http://www.facebook.com/themajestique, , , 
751,Appalachian Farm Weddings and Events, ,"592 Qualla Rd Waynesville, 28785",8284009800,https://www.facebook.com/appalachianfarmweddings/?hc_ref=SEARCH&fref=nf,https://vimeo.com/178537584,A LITTLE ABOUT THE BARN,https://cdn0.weddingwire.com/solic/7/1/0/0/9/7/pricing-1492106145-6e27496ee714273a-1485974274-b19fd754bbbb0d31-1485974195-be0dd59b8784642c-1474915485-6.pdf
752,Green Roof Farm, ,"1822 Old Market Rd. Fountain, 27829",9197247548,https://www.facebook.com/TheGreenRoofFarm, , ,https://cdn0.weddingwire.com/solic/7/8/1/4/2/9/pricing-1461932762-61a5f4818cae770d-GRF-Wedding_Rental_Details.pdf
753,Hawkins House Events, ,"112 Hawkins Ave. Sanford, NC, 27330",9193567571,http://www.facebook.com/hawkinshouseevents, , ,https://cdn0.weddingwire.com/solic/7/4/8/9/5/9/pricing-15be7daabe2b13_hawkinshousecontract.pdf
754,The Carolina Center at Corporate Drive, ,"110 Corporate Dr Elizabeth City, North Carolina, 27909",2523317723,https://www.facebook.com/carolinacentervenue/, , ,https://cdn0.weddingwire.com/solic/6/5/0/1/0/0/pricing-1523891143-a5b34ae36d183f8a-CAROLINA_CENTER_RENTAL_APPLICATION_rev_2018-2__4_.pdf
755,Engadine Inn and Cabins, ,"2630 Smokey Park Highway Candler, NC, 28715",8286331110,https://www.facebook.com/engadineweddingsandevents,https://pinterest.com/engadineweddingsandevents,Select photos seen here were provided by Jessica Merithew Photography.,https://cdn0.weddingwire.com/solic/1/1/8/3/8/3/pricing-35f57ebda18bb8_wedding-pp-v-1.pdf
756,Village Beach Club, ,"5805 S. Virginia Dare Trail Nags Head, NC, 27959",2525649225,https://www.facebook.com/VillageBeachClubOBX,http://instagram.com/villagebeachclubobx,"Cleanup
Parking
Pet friendly
Setup
Wheelchair access
WiFi", 
757,Hampton Inn & Suites SouthPark at Phillips Place, ,"6700 Phillips Place Court Charlotte, 28210",7043195700,https://www.facebook.com/hamptonsouthpark,https://twitter.com/hamptonsouthprk, , 
758,Historic Rock Hill at the White Home, ,"258 East White Street, PO Box 651 Rock Hill, 29730",8033291020,https://www.facebook.com/Historic-Rock-Hill-199387780099556/,https://twitter.com/HistoricRH, , 
759,The River Room, ,"18 South Water Street Suite 2 Wilmington, NC, 28401",9102518902,http://www.facebook.com/theriverroom,http://www.twitter.com/theriverroom, , 
760,The Ivy Place, ,"8603 Van Wyck Road Lancaster, 29720",7046513700,http://www.facebook.com/theivyplace,http://www.twitter.com/theivyplace,"While all ceremonies and receptions are located outdoors, there is a large, beautifully decorated garden tent situated on the grounds. Many couples find having their reception inside the tent doesn’t take away from the feeling of being outdoors, as high sides, cathedral windows, and built-in decorations provide an extension to the possible festivities outside. With the capacity to fit 300 people, both the tent and the outdoor areas are flexible and available for couples to decorate as they see fit.", 
761,Copper Ridge on the Neuse, ,"2706 Old Cherry Point Road New Bern, NC, 28562",252.636.3663,https://www.facebook.com/CopperRidgeontheNeuse,https://www.instagram.com/copperridgeontheneuse/, , 
762,Overlook Barn, ,"830 Elderberry Ridge Road Banner Elk, NC, 28604",8284141156,http://facebook.com/overlookbarn/,http://pinterest.com/overlookbarn,We look forward to hearing from you!, 
763,Ellendale Events,https://www.facebook.com/FarmatEllendale/?ref=page_internal,"171 NC 127 Hwy Taylorsville, NC, 28681",8284491230,https://www.facebook.com/ellendaleevents, ,"Nestled within 72 acres of farmland, Ellendale Events provides picture-perfect backdrops for indoor or outdoor celebrations. This majestic property welcomes you and up to 200 of your closest friends and family to join in on the fun. You can start celebrating in their outdoor site that features stunning sunsets and mountain views. The reception hall is also available and provides a brilliant white canvas to host receptions or the ceremony itself. Adjacent to the rustic barn is an outdoor pavilion where guests can mingle or host an intimate rehearsal dinner. In addition to event spaces, the barn features separate guest-of-honor suites that are sure to create a relaxing atmosphere for the big day. These suites may be used as dressing rooms for the entire wedding party and have wireless internet connectivity. They also have a breathtaking 40' x 50' patio deck for an enchanting dining experience or dancing under the stars.", 
764,Community Theatre of Greensboro, ,"520 S. Elm Street Greensboro, NC, 27406",336-333-7470,https://www.facebook.com/thestudioatctg, ,, 
765,Melange, ,"1230 Fifth Avenue West Hendersonville, NC, 28739",8003035253, , , , 
766,High Meadow Events, ,"196 Sugar Hollow Road Fairview, NC, 28730",8282316141, , ,"High Meadow Events boasts a timber-framed barn that resides on the property. Featuring wooden walls and floors, this indoor event space is a romantic spot for elegant, charming, and rustic events. Ideal for couples who wish to host an outdoor celebration, the estate is also home to a large lawn that can accommodate a tented or uncovered event. Furthermore, the venue features multiple horse stalls that are attached to an umbrella-covered patio area. This outdoor space is a wonderful option for pre-ceremony gatherings and cocktail hours. With their multiple spaces and intimate environment, the estate can host events of 100 to 150 guests.", 
767,Thistle Golf Club, ,"1815 Olde Thistle Club Road Sunset Beach, 28468",9105758700,http://thistlegolf/,http://thistlegolf/,"The timeless European design and architecture combines rich, old-world details, including cozy fireplaces, with modern-day comforts. Your guests will enjoy every dance, drink and entrée as you celebrate the start of your new life together.", 
768,Homewood, ,"19 Zillicoa Street Asheville, NC, 28801",8282329900,http://www.facebook.com/mybelovedhomewood,https://www.pinterest.com/homewood0076/,"Conveniently located less than one mile north of downtown Asheville, Homewood offers plenty of free, designated parking and beautiful grounds in a neighborhood setting, Homewood is an excellent location for gatherings large or small.", 
769,The Pit Authentic Barbecue in Durham, ,"321 West Geer Street Durham, NC, 27701",9192823748,http://www.facebook.com/The-Pit-Authentic-BBQ-119606794769591/,http://twitter.com/ThePitBBQDurham, , 
770,NASCAR Hall of Fame, ,"400 East Martin Luther King, Jr. Blvd. Charlotte, NC, 28202",7046544421, , ,"Other Services
NASCAR Hall of Fame is an ideal location for hosting private parties of varying sizes. In addition to wedding ceremonies and receptions, this location can accommodate all of your wedding events, such as engagement parties, bridal showers and rehearsal dinners. This venue is also available for hosting corporate meetings, holiday parties, birthdays, anniversaries and other special occasions.

Location
The NASCAR Hall of Fame is conveniently located in Uptown Charlotte near the Charlotte Transportation Center, Spectrum Center, Discovery Place Science, Levine Museum of the New South, Mint Museum Uptown and Marshall Park. Guests can access parking via an attached parking garage on Brevard Street.",https://cdn0.weddingwire.com/solic/8/6/2/0/6/7/pricing-1490622665-997325bc44b13f15-1466431998-e8c26382a6023780-1430249967-158d3b7c90d04fe3-Sales_Packag.pdf
771,Abide-A-While acres, ,"5483 Old plank rd Iron Station, NC, 28080",7043080077,http://www.facebook.com/abideawhileacres/,http://www.pinterest.com/abideawhilenc, , 
772,Circle M Farm, ,"1229 Hill Rd Lincolnton, NC, 28092",980-598-9772,https://www.instagram.com/circlemfarmevents/, ,"Circle M Farm offers couples and up to 200 of their loved ones access to a stunning restored barn to celebrate their special day. Couples can celebrate their wedding ceremony in a gorgeous outdoor setting surrounded by live oak trees and greenery. Circle M Farm’s premier event barn features elegant chandeliers suspended from stylish, rustic wooden beams. Couples can decorate this event space with strings of fairy lights from the rafters, adding an elegant and majestic touch to a charming, rustic setting. Circle M Farm also offers couples access to our included quarters, which can be utilized as get-ready rooms.",https://cdn0.weddingwire.com/solic/9/6/2/0/5/9/pricing-5015fef2bbc390a6_circle-m-farm-weddings.pdf
773,Cumberland Falls Bed & Breakfast Inn, ,"254 Cumberland Avenue Asheville, NC, 28801",8282534085,https://www.facebook.com/cumberlandfallsbnb/,https://twitter.com/cumberlandfalls,Services Offered, 
774,The Firehouse, ,"109 E Ash Street Goldsboro, NC, 27530",919.988.8177, , ,"Indoor and outdoor event areas are available at this venue, offering generous space for mingling, dancing and celebrating. The indoor space offers high ceilings with exposed beams, brick walls and hardwood flooring. Gather for your reception in this 2,100-square-foot area that speaks to the contemporary and historic theme of this venue. Natural light is in abundance through the expansive windows, for an added ambient touch of distinction. In addition to the unique aesthetics of the space is access to a prep kitchen for your cuisine needs. If you desire an outdoor area for one of your wedding events, both ground level and rooftop outdoor spaces are available. The rooftop area spans 1,400 square feet and is partially covered and equipped with fans and heating. As you mold one or more of the available areas to your dream wedding vision, know the following event items are available to you:", 
775,Lewis Farm Weddings and Events, ,"11 Lower Shephard Branch Road Weaverville, NC, 28787",828-778-8677, , , , 
776,The Venue at James Creek, ,"2380 New House Road Ellenboro, NC, 28040",7047512238,https://www.facebook.com/thevenueatjamescreek,https://www.instagram.com/thevenueatjamescreek/,"As an open, versatile setting, The Venue at James Creek can accommodate events ranging from intimate elopements to receptions of up to 400 people. The grounds feature flourishing fields, mature trees, and elegant fields that make for eye-catching photography sessions. Arriving guests will drive to the entryway, and immediately be welcomed by 100 crepe myrtles lining the driveway. Among with their lush outdoor grounds is an array of restored farm structures that can make for a welcoming, country-themed celebration. One of their antique buildings, The Old Barn, has been standing for over 100 years, and acts as a romantic backdrop for ceremonies. Their warmly lit Horse Barn offers 1,500 square feet of space, and surrounds guests with Southern Yellow Pine. The classic barn doors and reclaimed horse stables create a one-of-a-kind aesthetic during your big day. Soon-to-be-weds that prefer to say their vows outdoors will have the choice of their lush woodlands, peaceful creeks, or the expansive, grassy meadows. The entire property is family-friendly and wheelchair-accessible, to ensure all of your loved ones can enjoy your life-changing event.",https://cdn0.weddingwire.com/solic/9/1/0/6/1/0/pricing-501603f6e8bdb6f3_james-creek-packages.pdf
777,Flat Mountain Farm, ,"1359 Flat Mountain Rd Highlands, NC, 28741",8284874174,https://www.facebook.com/flatmountainfarm/,https://www.instagram.com/flatmountainfarm/,"Ideal for couples wishing to marry away from the bustling city life, Flat Mountain Farm offers a secluded, tranquil location to get lost in nature. This picturesque setting can accommodate events of various sizes, from elopements to celebrations with 200 attendees. One of the multiple options where couples can host their ceremony is by the peaceful waterfront, with an intimate wooden dock as the altar. The thick forestry and reflective waters will act as a panoramic backdrop as the couple becomes newlyweds. For an indoor celebration, the onsite barn adorns a blend of elegance and vintage charm. Exposed wooden walls and beams surround the space, with wall sconces and grand chandeliers adding a warm, welcoming glow to any celebration. These grounds also have a variety of settings for one-of-a-kind photo sessions, including the peaceful waterfall leading to a trickling stone-lined creek.",https://cdn0.weddingwire.com/solic/1/4/4/6/1/0/pricing-36107f90520408_fmf-pricing.pdf
778,Croasdaile Country Club, ,"3800 FARM GATE AVE Durham, North Carolina, 27705",9193831591,http://twitter.com/DylanTrentanove, ,Facilities and Capacity, 
779,The Hotel Concord, ,"14 Union St. N. Concord, NC, 28025",7047949500,https://www.facebook.com/concordhotel?ref=hl,https://www.instagram.com/hotelconcord/,,https://cdn0.weddingwire.com/solic/5/9/2/1/5/5/pricing-361e7260a20d2c_pricing-sheet-wedding-wire.pdf
780,Etowah Valley Golf & Resort, ,"470 Brickyard Road Etowah, NC, 28729",8288917022, , ,"Your Guest list may be small and intimate or big and grand, but either way your wedding day will shine with the unique details and customized services that reflect your distinctive style. You and your guests will enjoy our deluxe resort accommodations, including our course-side rooms, or our Lakeview cottage.", 
781,The Grantham House, ,"150 Falling Creek Church Rd. Goldsboro, NC, 27530",9192223631,https://www.facebook.com/thegranthamhouse/,https://www.pinterest.com/thegranthamhouse/,The Grantham House has many options to make your Pinterest boards come to life. It's the perfect farm wedding venue for the bride who wants to design her own unique wedding experience., 
782,The Rustic Barn at Half Moon, ,"133 Batting Cage Trail Jacksonville, NC, 28540",9103892028,https://www.facebook.com/therusticbarnathalfmoon/,https://www.pinterest.com/TheRusticBarnatHalfMoon/,Facilities and Capacity, 
783,Low Meadows Estate, ,"140 Low Meadows Drive Mount Holly, NC, 28120",7045789581,https://www.facebook.com/thebarnatlowmeadows/,https://instagram.com/lowmeadowsestate?igshid=1h3i50vwywgqj,"The central attraction of this location is its Amish-built barn providing couples with a beautiful and bright setting for their celebration. With high ceilings and ambient lighting, it is a relaxed and comfortable setting for you and your loved ones to celebrate your wedding. Fitting up to 220 guests over 10,000 square feet on two levels, it is a spacious venue providing plenty of potential. An outdoor patio also brings an ideal location for photos or a relaxing cocktail hour for your guests. Well-adorned get-ready rooms are available to couples, allowing them to take a moment to prepare before walking down the aisle. The surrounding grounds offer a scenic backdrop for photos and ceremonies among the rolling meadows and trees. The full-size kitchen area is on-site for outside vendors to bring an extra touch of personality to the event.", 
784,Holiday Inn Charlotte Center City, ,"230 N. College Street Charlotte, NC, 28202",7043355400,https://www.facebook.com/HICharlotteWeddings,https://www.pinterest.com/hiccweddinginspo/_saved/,"Location
Holiday Inn Charlotte Center City is only eight miles from the Charlotte Douglas Airport. They're situated in Charlotte’s Uptown arts and entertainment district, adjacent to the Spectrum Arena. The Bank of America Stadium, NASCAR Hall of Fame and Charlotte Convention Center are only blocks away.", 
785,The Speedway Club, ,"5555 Concord Parkway South Concord, NC, 28027",7044553213,http://www.facebook.com/TheSpeedwayClub,http://www.twitter.com/TheSpeedwayClub,Call us today to meet with our wedding planner or to set up a tour of this amazing facility!,https://cdn0.weddingwire.com/solic/4/7/7/1/6/1/pricing-51060214f59a55f8_wedding-banquet-menus-2020.pdf
786,Bennett Bunn Plantation,http://bennettbunn.com,"1915 Old Bunn Road Zebulon, 27597",, , ,"Bennett Bunn can accommodate celebrations small and large, from gatherings of 10 guests to parties of 1,000. You and your partner can hold a secluded outdoor ceremony under one of the venue’s many gazebos. Alternatively, you may choose to exchange vows before a still pond or on one of the green pastures. After the service, you can guide your loved ones across the grounds to The Lodge for a personalized reception. This wheelchair-accessible building is comprised of a variety of materials, including stone, slate, and a range of timbers. Surrounded by mature trees, it contains an abundance of modern amenities for a successful event and can hold over 200 guests. Those envisioning a larger celebration can supplement the site by erecting tents adjacent to the building. Additional facilities included in the venue rental include get-ready rooms, banquet furniture for up to 150 people, and access to various other event spaces. Tents and further seating can be arranged upon request.", 
787,Blockade Runner Beach Resort,http://www.blockade-runner.com,"275 Waynick Blvd Wrightsville Beach, NC, 28480",(910) 256-7115,https://www.facebook.com/BLOCKADERUNNERWB/,https://twitter.com/Blockade_Runner, ,https://cdn0.weddingwire.com/solic/1/8/5/1/9/7/pricing-1498842740-019f06cd644a3c64-Wedding_Information_Packet.pdf
788,The Albemarle Inn, ,"86 Edgemont Road Asheville, NC, 28801",8282550027,https://www.facebook.com/AlbemarleInn/?ref=hl, , , 
789,Embassy Suites by Hilton Charlotte, ,"4800 South Tryon Street, Charlotte, NC, 28217",704-409-3549, , , ,https://cdn0.weddingwire.com/solic/5/0/4/5/7/0/pricing-361fd99c76f07f_2022-wedding-menus.pdf
790,Hilton Garden Inn-Charlotte Uptown, ,"508 E Martin Luther King Jr Blvd Charlotte, NC, 28202",7043475972, , , , 
791,Kindred Hall, ,"108 B North Main Street Graham, NC, 27253",9195993023,https://www.facebook.com/kindredhallnc,https://www.instagram.com/kindredhallnc,"Up to 125 guests can enjoy a celebration spanning across 3,200 square feet at Kindred Hall. Inside, there is a convenient get-ready space for couples needing time to prepare before the main event. There are also numerous spots throughout the building that couples may select as their focal point. During celebrations, couples and their guests will be surrounded by updated industrial architecture, complete with and chandelier and elegant sliding barn door. A blank slate, this venue can be decorated with the couple's theme to amplify the ambiance of the occasion.",https://cdn0.weddingwire.com/solic/5/6/4/6/7/9/pricing-509601836dfa5e6e_kindred-hall-packages.pdf
792,South Charlotte Banquet Center, ,"9009 Bryant Farms Rd Charlotte, NC, 28277",,http://www.facebook.com/130520478270,https://www.pinterest.com/?autologin=true&show_error=true,"Before your nuptial, dress and relax in the South Charlotte Banquet Center’s Brides' room. Then walk down the aisle under the shade of lanky trees on their outside patio. You and your guests can warm up by the fireplace while you exchange vows under the expansive wood arbor. The 2400-square-foot patio functions as a romantic ceremony. Inside, the 3,500-square-foot banquet hall can accommodate up to 200 seated guests You may choose your own favorite caterer to handle all catering needs for the day. South Cjarlotte Banquet Center has their own liquor license and boast a full bar for all your bevergae needs.",https://cdn0.weddingwire.com/solic/1/6/8/5/2/0/pricing-51061f85c858dda2_2021-inclusive-event-package-2020-03.pdf
793,Duck Woods Country Club, ,"50 S. Dogwood Trail Kitty Hawk, NC, 27949",2522612744,https://www.facebook.com/duckwoodscc, ,Cuisine, 
794,The Cotton Company, ,"306 S. White St. Wake Forest, NC, 27587",9195700087,http://www.facebook.com/home.php?#!/pages/Wake-Forest-NC/The-Event-Gallery-at-The-Cotton-Company/10150101298865078?ref=ts, , ,https://cdn0.weddingwire.com/solic/5/5/3/9/0/1/pricing-50560eddc02bfcf3_2020-cc-rental-packages-include.pdf
795,Silver Coast Winery, ,"6680 Barbeque Rd NW Ocean Isle Beach, NC, 28469",9102872800,http://www.facebook.com/silvercoastwinery,http://silvercoastwine/,"Silver Coast Winery has several areas that you can use to have you perfect wedding day. Start with your ceremony in the Vineyard, then your guests enjoy cocktail hour on our outdoor patio and beautiful art gallery. Dinner and dancing in the Barrel Room with an amazing waterfall that will impress all of your guests.", 
