,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
877,preston_academy,The Range @ Preston GC. Golf Store - 16 Covered Bay Driving Range-Jnr Academy-Expert Tuition-Flightscope-Custom Fitting-Indoor Putting Green - Short Game Area.,,475,324,810,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #PrestonProShop

👉 https://t.co/EH7AKTMIOo https://t.co/TTW5sz6kJw","['UnderArmour', 'PrestonProShop']"
878,rebtomsb,"PGA Professional at Waltham Windmill GC. We stock Oscar Jacobson, Under Armour, Footjoy, Ping, Callaway, Daily Sport, Rohnisch and Swing out Sister Golf Lessons",,1,3,537,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #WalthamWindmillProShop

👉 https://t.co/jyvaEnq4JT https://t.co/ehWDvSAr6b","['UnderArmour', 'WalthamWindmillProShop']"
879,halesowengolf,"PGA Golf Professional, Coach & Golf Manager at Halesowen Golf Club. Learn to play golf online at Learn About Golf or visit the golf club","West Midlands, England",641,670,2084,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #HalesowenProShop

👉 https://t.co/vL9CYfiaM5 https://t.co/IM3G72piyh","['UnderArmour', 'HalesowenProShop']"
880,theclobbercave,"Head PGA Golf Professional at Wishaw Golf Club, home of the Clobber Cave for all your golfing needs. Coaching, Club Repairs. Adidas and Wilson Staff ambassador","Wishaw, Scotland",437,178,1180,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #WishawProShop

👉 https://t.co/SAKPuSWsBl https://t.co/CkR8PPn7Ev","['UnderArmour', 'WishawProShop']"
881,JohnReayGolf,"The original discount golf superstore. Over 25 years worth of experience. We offer advice, custom fitting and professional tuition for all standards of golfer.","Coventry, UK",440,386,1169,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #JohnReayGolfCentre

👉 https://t.co/b8g0tnO11u https://t.co/QepeVfQIU6","['UnderArmour', 'JohnReayGolfCentre']"
882,VerulamProShop,"Home to #JSGolfStudio custom fitting experts for Callaway, PING, Titleist, TaylorMade, Srixon and Mizuno on GC QUAD & SAM Puttlab. Online booking ⬇️",St. Albans - Hertfordshire,1190,1220,4496,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #VerulamProShop

👉 https://t.co/eiTdccKO0D https://t.co/3ycAb3yP0I","['UnderArmour', 'VerulamProShop']"
883,Stowgolfshop,Stowmarket Golf Shop at Stowmarket Golf Club stocks a wide range of quality golf products at competitive prices! Run by PGA Professional Jon Markham,stowmarket,662,791,2782,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #StowmarketProShop

👉 https://t.co/Ao2swB0Zlo https://t.co/tQCMIQOvZr","['UnderArmour', 'StowmarketProShop']"
884,AEGolfShop,"Alderley Edge Golf Club Professional Shop. Head Professional - Charles Le Sueur 
https://t.co/KhMLwGIgH4
https://t.co/IXMfCWc0Sg",Alderley Edge,8,36,1118,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #AlderleyEdgeProShop

👉 https://t.co/gfcvWQn7cP https://t.co/mJTkOqrRde","['UnderArmour', 'AlderleyEdgeProShop']"
885,dusti_riley,I love art,,2,39,4973,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #woundup: https://t.co/QHSSbcIXx4 https://t.co/c21JpR16KE,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'woundup']"
886,JimlisterPGA,PGA Golf Professional @DentonGolfClub,"Manchester, England",445,384,1464,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #DentonProShop

👉 https://t.co/XaKOxkcN3F https://t.co/J1X2Qz5sg7","['UnderArmour', 'DentonProShop']"
887,amarti121983,,,21,11,1079,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #chloe #mododoc #underarmour: https://t.co/QzdVbVWwlM https://t.co/RlY6tKEtXP,"['poshmark', 'fashion', 'style', 'shopmycloset', 'chloe', 'mododoc', 'underarmour']"
888,AlythPro,,"Alyth, Scotland",2,11,887,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #AlythProShop

👉 https://t.co/ylyI9z7DxW https://t.co/Jg7naqSeQ0","['UnderArmour', 'AlythProShop']"
889,duncsthegolfpro,Head PGA Golf Professional at @GorlestonGolf Club playing @callawaygolf clubs. Proudly sponsored by @ovamill building & groundworks. Huge Blackburn Rovers fan.,"Bradwell, England",1263,430,2286,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #GorlestonProShop

👉 https://t.co/YsLS0g1c81 https://t.co/MtsHIf0JkC","['UnderArmour', 'GorlestonProShop']"
890,MikeOvett,"Head PGA Pro at Pyecombe GC. Callaway Ambassador. Trackman 4. Award Winning Custom Fit & Lessons. Callaway, Ping, Titleist & Taylormade.","Pyecombe, England",498,378,1180,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #PyecombeProShop

👉 https://t.co/q4op8Dqc32 https://t.co/pBF6yO43jG","['UnderArmour', 'PyecombeProShop']"
891,Timregangolf,"PGA Golf Professional. Based at Aston Wood Golf Club. Golf Academy, Lessons and Custom Fitting Centre. Retail Shop and Driving Range. Nike Staff Ambassador.",West Midlands,88,182,1326,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #AstonWoodProShop

👉 https://t.co/Hv9BFEVgZb https://t.co/ELXN1ktGRc","['UnderArmour', 'AstonWoodProShop']"
892,bcastle_progolf,"PGA Professional, Ballycastle Golf Club, Stock all major brands. Best prices! Great deals for societies and Visitors. Play 7 days a week!",Ballycastle Golf Club,807,720,1843,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #BallycastleProShop

👉 https://t.co/uzosZ7KlIF https://t.co/OI5VgMo4jX","['UnderArmour', 'BallycastleProShop']"
893,sparynda,,"New York, USA",240,264,30411,0,#UnderArmour Womens Athletic #TankTop Size M or L Green Blue HeatGear Racerback https://t.co/8ZHNTS07D7 #eBay via @eBay,"['UnderArmour', 'TankTop', 'eBay']"
894,Lundin_Pro_Shop,PGA Professional @ Lundin GC,Golf Coast,318,561,1529,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #LundinProShop

👉 https://t.co/uNB64szHG8 https://t.co/aFfcJLgFg2","['UnderArmour', 'LundinProShop']"
895,timdunstan1,,,35,29,684,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #AldenhamProShop

👉 https://t.co/laONr97A3Y https://t.co/UhieiGhuTF","['UnderArmour', 'AldenhamProShop']"
896,PaulThomasGolf,Head PGA Golf Professional at Newport Golf Club,"Newport, Wales",445,515,1324,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #NewportProShop

👉 https://t.co/F4W4TaOua1 https://t.co/AWGchL2iP0","['UnderArmour', 'NewportProShop']"
897,watters_derek,"Golfer-dad-husband. PGA Professional & YGT Ambassador.         Dad to 3 amazing boys Callum,Euan & Jamie. enjoy as many mornings on the links as you can",Gourock ,531,570,2147,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #GourockProShop

👉 https://t.co/Gg40B0vyAk https://t.co/gAWjHflQwz","['UnderArmour', 'GourockProShop']"
898,HaylingGC,"Mark Tee Golf, TPI Certified, Professional Since 1995.          Hayling Golf Club, Founded in 1883. 02392 464446",Mark Tee Golf ,41,88,486,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #HaylingProShop

👉 https://t.co/53OxaWBQsn https://t.co/s2wvU8JR13","['UnderArmour', 'HaylingProShop']"
899,PatrickSmithPGA,Patrick Smith Advanced PGA professional at Kidderminster golf club. Foremost professional of the year 2018.,kidderminster.,3887,2258,4963,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #KidderminsterProShop

👉 https://t.co/5sJf26nS1i https://t.co/L9gZ5DewiN","['UnderArmour', 'KidderminsterProShop']"
900,davethepro,#PGA golf professional in England. #golf. #gansteadparkgolfclub #proshop #gansteadparkproshop,Hull,212,373,2337,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #GansteadParkProShop

👉 https://t.co/AXGYYqsTB5 https://t.co/MOatwqVjSj","['UnderArmour', 'GansteadParkProShop']"
901,SQuilliamGolf,PGA Professional. Nike Golf Swoosh Advisor.,,57,40,649,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #FlackwellHeathProShop

👉 https://t.co/Tv7dnR3I9X https://t.co/RouQWbpdj4","['UnderArmour', 'FlackwellHeathProShop']"
902,gpgolfltd,,,397,255,268,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #NormantonProShop

👉 https://t.co/KSNkELHPJ7 https://t.co/H1xwcPeXbw","['UnderArmour', 'NormantonProShop']"
903,scottportergolf,PGA Head Professional at The Dorset Golf & Country Club,"Dorchester, England",68,58,262,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #TheDorsetProShop

👉 https://t.co/IlHaTh5rc4 https://t.co/YszqadMUUy","['UnderArmour', 'TheDorsetProShop']"
904,HallowesProShop,"Head PGA Professional - John Oates 
Assistant Professional - Brad Tomlinson 

Welcome toHallowes Golf club Pro Shop Twitter 👋🏼

Tel: 01246 411196","Dronfield, Sheffield",166,195,1086,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #HallowesProShop

👉 https://t.co/881PWnpiU7 https://t.co/oqv0Eo45r6","['UnderArmour', 'HallowesProShop']"
905,LansdownProShop,,,168,307,1542,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #LansdownProShop

👉 https://t.co/MO4S1mVKru https://t.co/c0wZsBwOHn","['UnderArmour', 'LansdownProShop']"
906,pgagolfcoach,Titleist TPI Certified Fitness Instructor,Tehidy Park Golf Club Cornwall,582,564,3324,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #TehidyParkProShop

👉 https://t.co/9olGhIjm69 https://t.co/Sb1AOFRXnT","['UnderArmour', 'TehidyParkProShop']"
907,MatlockGolfClub,Set high up on the stunning Moorlands of The Peak District. Club and Driving Range Membership Available. Societies and Visitors Welcome - Pro Shop 01629 582191,"Matlock, DE4 5LZ",1358,2065,5121,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #MatlockProShop

👉 https://t.co/Gd7El4Ohzt https://t.co/UC24D7bKjv","['UnderArmour', 'MatlockProShop']"
908,woodsomeproshop,John Eyre Class AAT PGA Pro Professional Shop 01484 602739 op 2 | Taylormade Partner |Stockists of all leading brands| Custom fitting centre using HMT and GC2,"Huddersfield, England",4985,1903,3690,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #WoodsomeHallProShop

👉 https://t.co/25U2boiabp https://t.co/sBQxZaI5B7","['UnderArmour', 'WoodsomeHallProShop']"
909,SBGCproshop,,Luton,143,157,1704,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #SouthBedsProShop

👉 https://t.co/dlv7ecl8aa https://t.co/8yNOt3p5FI","['UnderArmour', 'SouthBedsProShop']"
910,HartfordGolfC,"Cheshire’s friendliest Golf Club, variety of tees to play from - enjoyment is the aim of the game! Everyone welcome, free club hire 24 TrackMan Range bays🏌️‍♂️",Cheshire,3786,4459,15008,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #HartfordProShop

👉 https://t.co/QqaiBwjabg https://t.co/ooNagb63St","['UnderArmour', 'HartfordProShop']"
911,BarryAustinGolf,,,102,498,1438,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #DownesCreditonProShop

👉 https://t.co/FjVsfc68uK https://t.co/fqbBuFsPvV","['UnderArmour', 'DownesCreditonProShop']"
912,cgc_proshop,*PGA Professionals *Expert Coaching * Golf Club Fitting with GC2 & HMT *Indoor Studio *Course Management *Fully Stocked Shop,"Chelmsford, Essex",232,122,648,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #ChelmsfordProShop

👉 https://t.co/TzJjJXb3if https://t.co/L7IwfG6SE6","['UnderArmour', 'ChelmsfordProShop']"
913,CumberwellPros,5 PGA Golf Professionals - Fully stocked Proshop - Custom fitting & coaching available - TrackMan 🟧,"Bradford on Avon,Wiltshire",386,1405,2850,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #CumberwellParkProShop

👉 https://t.co/VkVb7naRxZ https://t.co/blrs8HfBav","['UnderArmour', 'CumberwellParkProShop']"
914,EpsomGolfClub,"A friendly members golf club set on the rolling Surrey hills, over looking the city of London.",Epsom,767,2359,2774,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #EpsomProShop

👉 https://t.co/82KEsijEMv https://t.co/1qsJSH9Nau","['UnderArmour', 'EpsomProShop']"
915,stuartwilsonpro,"Stuart Wilson: PGA Professional Duddingston GC, Edinburgh, 2011 @Foremost POTY SW:I.N.G. Studio, GC Quad Club Fitting, Instruction, Repairs & Golf Retail.","Duddingston, Scotland",86,406,3893,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #DuddingstonProShop

👉 https://t.co/SnSQuVDHwW https://t.co/XEoPeLeQO7","['UnderArmour', 'DuddingstonProShop']"
916,dyar19,,,134,75,37658,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @AzJasmine #poshmark #fashion #style #shopmycloset #underarmour #victoriassecret #enzoangiolini: https://t.co/lLDZ4ciDAB https://t.co/efK9Ivi8yi,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'victoriassecret', 'enzoangiolini']"
917,SteveWhitePro,Head Professional at Thurlestone Golf Club,"Thurlestone, Devon",283,345,1130,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #ThurlestoneProShop

👉 https://t.co/OnwbbYAiyw https://t.co/A1md3BtjcA","['UnderArmour', 'ThurlestoneProShop']"
918,LadybankProShop,,,15,354,1318,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #LadybankProShop

👉 https://t.co/zYdvIGLOfx https://t.co/h7FZ9EmRDv","['UnderArmour', 'LadybankProShop']"
919,westhillpro,West Hill Golf Club- Ranked 73rd in UK & Ireland. A great Golf Club with a great team of PGA Professionals.,"Brookwood, Surrey",3019,1200,1439,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #WestHillProShop

👉 https://t.co/z4qz3sczOu https://t.co/BTGqqWNwi7","['UnderArmour', 'WestHillProShop']"
920,BSGCAcademy,"Simon Sheppard: PGA Director of Golf, Bishop’s Stortford GC PGA East of England Captain 2017. Pro Shop: 01279 651324 Email:bsgcacademy@gmail.com",Bishops Stortford Golf Club,2318,1210,5344,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #BishopsStortfordProShop

👉 https://t.co/UGD8Gtq6Ch https://t.co/XYwjZvuGmu","['UnderArmour', 'BishopsStortfordProShop']"
921,proshopcountygc,"A widely stocked Pro Shop @countygolfclub catering for all golfers. Coaching, fitting and repairs available to all. 
Telephone 01604 842226","Northampton, England",57,174,1293,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #NorthamptonshireCountyProShop

👉 https://t.co/v1bg2Rfk9i https://t.co/2H3QcHZYrT","['UnderArmour', 'NorthamptonshireCountyProShop']"
922,RotherhamGC,"Rotherham Golf Club & indoor golf studio. for up to date club,course,shop & studio info. PGA Professional,Callaway staff ambassador & member of Foremost golf",Rotherham,653,1763,7648,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #RotherhamProShop

👉 https://t.co/6iy4lYdSqG https://t.co/1Um4eOFVdp","['UnderArmour', 'RotherhamProShop']"
923,ElyCityProShop,Ely City Golf Club Professional Shop,"Ely, Cambridgeshire",35,70,942,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #ElyCityProShop

👉 https://t.co/uqzyFZzT7K https://t.co/nlDHJ7DXNV","['UnderArmour', 'ElyCityProShop']"
924,dfletcherpgapro,Class AA PGA Head Professional At Brancepeth Castle G.C. Coach and club fitter. Indoor studio and simulator using GASP & Trackman.,,335,371,2616,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #BrancepethCastleProShop

👉 https://t.co/DH0hlr3aZ1 https://t.co/xnAiB9RO1b","['UnderArmour', 'BrancepethCastleProShop']"
925,CleeProShop,"Provides Coaching, Custom Fitting & Retail, 
Brands Include -Titleist, Ping, Taylormade, Footjoy, Under Armour, Motocaddy, Sketchers",Cleethorpes Golf Club,467,398,2754,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #CleethorpesProShop

👉 https://t.co/61w9MA2iA0 https://t.co/japaoiJI61","['UnderArmour', 'CleethorpesProShop']"
926,steveclaygolf,PGA Fellow Professional at Blackmoor Golf Club. Hampshire. UK. Proud to be a Plane Truth Certified L2 instructor Helping Golfers hit their next ball better,,216,229,1654,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #BlackmoorProShop

👉 https://t.co/fY6VtMZw3Z https://t.co/Lfecuy38Zv","['UnderArmour', 'BlackmoorProShop']"
927,Camgolfpro_lb,I am a passionate and driven golf professional who makes a difference to peoples lives by helping them with their golf,Leighton Buzzard Golf Club,88,21,471,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #LeightonBuzzardProShop

👉 https://t.co/deM1ifRU9o https://t.co/tl4rkQj00y","['UnderArmour', 'LeightonBuzzardProShop']"
928,gjmberry,"Golf Club Professional at Bromborough Golf Club, Liverpool season ticket holder.","Bromborough,Wirral.",852,375,1516,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #BromboroughProShop

👉 https://t.co/gkVtkpzCbQ https://t.co/m8hZb51mX1","['UnderArmour', 'BromboroughProShop']"
929,M15Mark,"Head PGA Professional @Eatongolf. Coach, Part time Player, Custom Club specialist & Retailer using @ForesightEurope GCQuad",Eaton Golf Club,489,415,1815,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #EatonProShop

👉 https://t.co/xlJutTCmU0 https://t.co/td0nh5fu5I","['UnderArmour', 'EatonProShop']"
930,PeterAllanGolf,Golf Pro at A-in-M GC since 1980!! Helping Golfers of all abilities enjoy golf through teaching and custom fitting. Warrington Wolves fan # Hardwired.,"Warrington, Cheshire",248,457,2773,0,"The #UnderArmour HOVR Drive SL has Rotational Resistance spikeless outsoles to maintain optimal grip no matter what the course throws at you. They’re available through us now in #AshtonInMakerfieldProShop

👉 https://t.co/YY5dIp6MRF https://t.co/T3cOxK5S94","['UnderArmour', 'AshtonInMakerfieldProShop']"
931,MinamiPopp,,,24,24,7199,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Snuke8 #poshmark #fashion #style #shopmycloset #underarmour #ermenegildozegna #lululemonathletica: https://t.co/YzAvn4nxNx https://t.co/w7EBCu6XxL,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'ermenegildozegna', 'lululemonathletica']"
932,SandraGillett10,I sell on Posh Mark and would like access to posting my closet on twitter.,,114,74,1114,3,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @annabumbleBnana #poshmark #fashion #style #shopmycloset #underarmour #victoriassecret #marshallfields: https://t.co/Jq4Yhhmy23 https://t.co/l8HMN7rvmC,"['poshmark', 'fashion']"
933,EmpoweredKicks,"Empowered Kicks - Online Sneakers Store - NFT Holders get Massive Discount on Nike, Adidas,Puma, Tommy Hilfiger, Fila, Air Jordan Sneakers and more on our store",,2119,337,94,0,"Your favourite sneakers brand?
#Sneakers #sneakerheads #nike #adidas #puma #underarmour","['Sneakers', 'sneakerheads', 'nike', 'adidas', 'puma', 'underarmour']"
934,jnetposh,"Everything for the reseller at your favorite Honey Hole
Come shop with us",,96,69,2340,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #americaneagleoutfitters #underarmour #savvycie: https://t.co/2a4J1KmWTx https://t.co/brs69R2fMB,"['poshmark', 'fashion', 'style', 'shopmycloset', 'americaneagleoutfitters', 'underarmour', 'savvycie']"
935,CreateDIYS,,Vancouver B.C.,379,52,1559,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #zara: https://t.co/1wT5mRerWL https://t.co/4X6vNIIiyY,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'zara']"
936,JustinBrauer,"My kids and the gym and my fiancé are my passion. Straight edge clean living, healthy body healthy mind. Engaged to the girl of my dreams 🔥❤️Paula❤️",,86,20,303,0,"Training hard, need to focus more on my diet but I’m enjoying bulking still. #bodybuilding #bodytransformation #exercise #fitness #fitnessmotivation #grind #gym #gymmotivation #hardcore #strong #tattooed #workout #underarmour https://t.co/S2958j0SdE","['bodybuilding', 'bodytransformation', 'exercise', 'fitness', 'fitnessmotivation', 'grind', 'gym', 'gymmotivation', 'hardcore', 'strong', 'tattooed', 'workout', 'underarmour']"
937,ElFattch,Twitch Affiliated / Dixper Partner / RAZER Affiliated / Powered by @DubbyEnergy / Live on https://t.co/gKeMgJXTyT,"Elgin, IL",657,1029,5564,0,@TheChampTCR @CroweGamingg #underarmour is better clothing for work than what ever this craft hartd gahhhbage is,['underarmour']
938,GoodAdvicePub,#LIfeHacks #advice #career #savings #health #money #fitness #sports #leisure #FBR,"New Orleans, Louisiana",25771,28933,62782,0,Why #MichaelJordan still rules when it comes 2 #sportsbranding https://t.co/MUFRfMnQW0 #brands #branding #sports #marketing #advertising #apparel #brand #branding #fashion #sneakers #footwear #athleticwear #celebrity #celebrities #Nike #UnderArmour #NBA @BttrMarketing @Jumpman23,"['MichaelJordan', 'sportsbranding', 'brands', 'branding', 'sports', 'marketing', 'advertising', 'apparel', 'brand', 'branding', 'fashion', 'sneakers', 'footwear', 'athleticwear', 'celebrity', 'celebrities', 'Nike', 'UnderArmour', 'NBA']"
939,rava514,,,32,4,507,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @JosiesVintage1 @OnlineFabulous #poshmark #fashion #style #shopmycloset #underarmour #meenacuties: https://t.co/d7jGC5xkIM https://t.co/zwbzWyiEEY,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'meenacuties']"
940,MonsterPuppa,"🇺🇸 Re-Seller on eBay, Poshmark, & Mercari. 🐘🏈🐘 Alabama Crimson Tide fanatic!  Texas ranch wife & mother to Burrcups. 🐶 🇺🇸 PROUD MAGA PATRIOT! 🇺🇸","Texas, USA",931,429,73002,0,Check out Look at this on eBay https://t.co/AQzvsuFYyc @eBay #UnderArmour #Fitted #HeatGear #Shorts #Mens #Large #Red #athletic #training,"['UnderArmour', 'Fitted', 'HeatGear', 'Shorts', 'Mens', 'Large', 'Red', 'athletic', 'training']"
941,PreciousW10,,,3,20,7616,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @mxc_47 #poshmark #fashion #style #shopmycloset #incinternationalconcepts #underarmour #ynsgeneric: https://t.co/jBIVD6454q https://t.co/Mvkj1xvqnF,"['poshmark', 'fashion', 'style', 'shopmycloset', 'incinternationalconcepts', 'underarmour', 'ynsgeneric']"
942,EwaMariaDerrick,"I am delighted to say that I belong to my Heavenly Father in Heaven, Lord Jesus Christ & the Holy Spirit. Hobby - jewellery design and creation.",,8281,7694,286057,8,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #lauraplus #underarmour #madewell: https://t.co/Y1DOFixJ9I https://t.co/uKUoxBPBEf,"['poshmark', 'fashion', 'style', 'shopmycloset']"
943,sbg4evr,,Canada,69,7,2487,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Pamfreake38 #poshmark #fashion #style #shopmycloset #zara #unknown #underarmour: https://t.co/aLdtAKKFzp https://t.co/9j99RWrw47,"['poshmark', 'fashion', 'style', 'shopmycloset', 'zara', 'unknown', 'underarmour']"
944,LuckyMoxieMama,,,117,36,968,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @palletliquidate #poshmark #fashion #style #shopmycloset #thakoon #underarmour: https://t.co/tRx971YvjE https://t.co/LWUaCCSOcQ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'thakoon', 'underarmour']"
945,katwoman51,,,24,39,3847,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Welshgirl141 @Beachworks1 #poshmark #fashion #style #shopmycloset #habitat #toririchard #underarmour: https://t.co/UMOp5t4GY9 https://t.co/c697ZUsCA5,"['poshmark', 'fashion', 'style', 'shopmycloset', 'habitat', 'toririchard', 'underarmour']"
