Unnamed: 0,Name,City,Address,Phone Number,Venue Type,Capacity,Amenities
2352,Riverpark,"New York, Manhattan","Gramercy, Steinway, Red Hook, Manhattan","450 E 29th St 
New York, NY 10016, US",,Seated: 250,Outdoor Space
2353,Trademark,Baton Rouge,Downtown,"326 Third St.  
Baton Rouge, LA 70801, US",, , 
2354,Starbelly,San Francisco,,"3583 16th Street 
San Francisco, CA 94114, US",Restaurant, , 
2355,Bluebeard,Indianapolis,Downtown,"653 Virginia Avenue 
Indianapolis, IN 46208, US",Restaurant, ,Full Bar
2356,Bookmarks,"New York, Manhattan","Murray Hill, Steinway, Red Hook, Manhattan","299 Madison Ave @ 41st Street, 14th Floor 
New York, NY 10017, US","Restaurant, Event Space", ,Flexible Floor Plan
2357,Santa Ynez Inn,Santa Ynez,,"3627 Sagunto Street 
Santa Ynez, CA 93460, US","Event Space, Other, Hotel, Wedding Venue, Bed & Breakfast, Inn, Unique", ,Bar Packages
2358,Parcel 32,Charleston,In-House Catering,"442 King Street 
Charleston, SC 29403, US",, , 
2359,Stockyard,"Boston, Brighton","Allston-Brighton, Brighton","135 Market Street 
Brighton, MA 02135, US",Restaurant,Seated: 1, 
2360,Bar Bocce,Sausalito,,"1250 Bridgeway Blvd.  
Sausalito, CA 94965 , US","Restaurant, Event Space, Other, Entertainment, Unique", ,A/V Equipment
2361,Compari's,Plymouth,,"350 S Main St, Plymouth, MI 48170 
Plymouth, MI 48170, US",, , 
2362,White Oak Kitchen & Cocktails,Atlanta,Downtown,"270 Peachtree Street NW 
Atlanta, GA 30303, US",,Seated: 350,Handicap Accessible
2363,Michigan Science Center,Detroit,Art Center,"5020 John R St. 
Detroit, MI 48202, US",,Seated: 400, 
2364,Nightingale Plaza,Los Angeles,"Mid City West, West Los Angeles"," 643 N La Cienega Blvd 
Los Angeles, CA 90069, US","Restaurant, Cocktail Lounge", , 
2365,Table Mountain Meetings and Events,Golden,,"16035 Table Mountain Parkway 
Golden, CO 80403, US","Event Space, Other, Meeting Space, Conference Center, Co-working Space, Unique", , 
2366,Parq West,San Diego,"Midtown, Mission Bay","2557 Third Avenue 
San Diego, CA 92103, US",,Seated: 300, 
2367,BLACKBARN,"New York, Manhattan","Gramercy, Steinway, Manhattan, NoMad, Flatiron District","19 East 26th Street 
New York, NY 10010, US","Restaurant, Event Space, Catering",Seated: 10,Full Bar
2368,Bar Primi,"New York, Manhattan","East Village, Steinway, Red Hook, Manhattan","325 Bowery  
New York, NY 10003, US",Restaurant,Seated: 20, 
2369,Sugar Beach,Kihei,,"85 N. Kihei Rd 
Kihei, HI 96753, US",Unique,Seated: 2, 
2370,Tallboy Taco,Chicago,"River North, Streeterville","676 n st Clair 
Chicago, IL 60611, US",, , 
2371,Boilermaker House,Melbourne,,"209-211 Lonsdale Street 
Melbourne, VIC 3000, AU",Restaurant, ,A/V Equipment
2372,Atomic Saloon Show,Las Vegas,,"3327 South Las Vegas Boulevard 
Las Vegas, NV 89109, US",Event Space, , 
2373,Native Hostels,Austin,East Cesar Chavez,"807 E. 4th St. 
Austin, TX 78702, US","Event Space, Unique", , 
2374,ETARU Hallandale,Hallandale Beach,,"111 S. Surf Rd 
Hallandale Beach, FL 33009, US","Restaurant, Unique",Seated: 2,Beachfront
2375,J Gilbert’s Wood-Fired Steaks & Seafood [McLean],McLean,,"6930 Old Dominion Dr, McLean, VA 22101 
McLean, VA 22101, US",,Seated: 100, 
2376,IPIC Pasadena,Pasadena,"South, South East, West Central","42 Miller Alley 
Pasadena, CA 91103, US",, ,A/V Equipment
2377,SOMO Manayunk,Philadelphia,Manayunk,"4311 Main Street 
Philadelphia, PA 19127, US","Restaurant, Event Space, Cocktail Lounge", ,A/V Equipment
2378,ETARU Hallandale,Hallandale Beach,,"111 S. Surf Rd 
Hallandale Beach, FL 33009, US","Restaurant, Unique",Seated: 2,Beachfront
2379,Lucca,Boston,"Central, North End","226  Hanover Street 
Boston, MA 02113, US",, , 
2380,Apero,Washington,,"2622 P Street Northwest 
Washington, DC 20007, US",, , 
2381,PINZ,"Los Angeles, Beverly Hills, Studio City",West Los Angeles,"12655 Ventura Blvd. 
Studio City, CA 91604, US",Bowling, , 
2382,"Roof16, An Expansive Venue",Denver,"Lodo, Central Business District","1630 Welton Street 
Denver, CO 80202, US",Event Space,Standing: 100,A/V Equipment
2383,Solutions Lounge and Restaurant,Denver,,"2220 California St 
Denver, CO 80205, US",, , 
2384,The Spot on West Fifth,Cincinnati,Central Business District,"337 W 5th St. 
Cincinnati, OH 45202, US","Event Space, Wedding Venue", ,Flexible Floor Plan
2385,Stars and Strikes Irmo,Irmo,,"800 Lake Murray Blvd. 
Irmo, SC 29603, US","Arcade, Bowling", ,Arcade Games
2386,Jam Box Galleria | Frisco | Dallas | Prosper,"Houston, Dallas, Prosper",Far North,"13450 Inwood Road 
Suite 100
Dallas, TX 75244, US","Event Space, Unique",Seated: 85, 
2387,"Truluck's - Dallas (2401 McKinney Ave Dallas, TX 75201)",Dallas,"Oak Lawn, Uptown","2401 McKinney 
Dallas, TX 75201, US",Restaurant, , 
2388,Bottled Blonde Dallas,Dallas,"Northeast Dallas, Deep Ellum","505 N Good Latimer Expy 
Dallas, TX 75204, US","Restaurant, Unique", ,Rooftop
2389,The Kitchen & The Upstairs | Boulder,Boulder,"Central Boulder, Mapleton Hill","1035-1039 Pearl St 
Boulder, CO 80302, US",Restaurant,Seated: 12, 
2390,Sunrise Lanes,"St Petersburg, Saint Petersburg","Saint Petersburg, Fossil Park","6393 Doctor Martin Luther King Junior St. N 
Saint Petersburg, FL 33702, US","Bowling, Entertainment", , 
2391,Hotel Grinnell,Grinnell,In-House Catering,"925 Park St 
Grinnell, IA 50112, US","Event Space, Other, Hotel, Wedding Venue, Catering, Cocktail Lounge, Inn, Unique", , 
2392,Ginger and Baker,Fort Collins,,"359 Linden Street 
Fort Collins, CO 80524, US",Restaurant, , 
2393,Buca di Beppo Albuquerque,Albuquerque,Uptown,"6520 Americas Parkway N.E. 
Albuquerque, NM 87110, US",Restaurant, , 
2394,Tosca,Hingham,,"14 North St 
Hingham, MA 02043, US","Restaurant, Cocktail Lounge, Entertainment", ,Chef's Table
2395,Best Western State Fair Inn,Sedalia,,"3120 South limit Avenue 
Sedalia, MO 65301, US",Hotel, ,A/V Equipment
2396,The Meatball Shop - Upper East Side,"New York, Manhattan","College Point, Steinway, Upper East Side, Manhattan","1462 2nd Ave 
New York, NY 10075, US",Restaurant, , 
2397,The Rustic - Dallas (Uptown),Dallas,"Oak Lawn, Uptown","3656 Howell St 
Dallas, TX 75204, US","Restaurant, Cocktail Lounge, Entertainment, Unique",Seated: 20, 
2398,Bob's Steak & Chop House - San Antonio,San Antonio,In-House Catering,"5815 Rim Pass 
San Antonio, TX 78257, US",,Seated: 80, 
2399,Brix Napa Valley,"7377 Saint Helena Highway 
Napa, CA 94558, US","San Francisco, Sonoma, Napa",,"Restaurant, Winery, Event Space, Bar, Meeting Space, Wedding Venue, Cocktail Lounge, Vineyard",Seated: 200, 
2400,La Mesa Brigantine,La Mesa,,"9350 Fuerte Drive 
La Mesa, CA 91941, US","Restaurant, Event Space", ,A/V Equipment
2401,Murphy's Wine Shop,Atlanta,Virginia-Highland,"997 Virginia Ave NE 
Atlanta, GA 30306, US",,Seated: 6,Street Parking
2402,The 1888 House,Dahlonega,Preferred Caterers Only,"74 North Grove Street 
Dahlonega, GA 30533, US",,Seated: 90,Outdoor Space
2403,At The Shire,Huntsville,Outside Catering Allowed,"215  Farm to Market Road 2929 
Huntsville, TX 77340, US",,Seated: 150,Great Views
2404,The Honeysuckle,Franklin,,"1770 Galleria Boulevard 
Franklin, TN 37067, US","Restaurant, Event Space, Bar", ,A/V Equipment
2405,The Freehouse,Minneapolis,North Loop,"701 North Washington Ave. 
Minneapolis, MN 55401, US","Restaurant, Brewery", ,Handicap Accessible
2406,The Black Sheep,Manassas,,"9935 Discovery Boulevard 
Manassas, VA 20109, US",Unique, , 
2407,The Delegate,"Washington, NW Washington",Mount Vernon Square,"901 L Street 
NW Washington , DC 20001, US",, , 
2408,The Evergreen,"Portland, Milwaukie","Southwest Hills, Linnton, Historic Milwaukie, Buckman, Forest Park","618 S.E Alder St 
Portland, OR 97214, US",,Seated: 200,Great Views
2409,The Newberry,Great Falls,,"420 Central Ave 
Great Falls, MT 59401, US","Event Space, Wedding Venue, Entertainment", ,A/V Equipment
2410,The Bradbury,Charlottesville,,"300 East Main Street 
Charlottesville, VA 22902, US","Event Space, Banquet Hall, Meeting Space, Cafe, Wedding Venue, Catering, Night Club", ,A/V Equipment
2411,The Fifty/50,Chicago,Wicker Park,"2047 W Division St 
Chicago, IL 60622, US",,Seated: 200,A/V Equipment
2412,The Fonda Theatre - AEG Presents,Los Angeles,"Hollywood, West Los Angeles","6126  Hollywood Boulevard 
Los Angeles, CA 90028, US",,Seated: 672,A/V Equipment
2413,Buca di Beppo Dallas - Frisco,Frisco,,"8580 State Highway 121 
Frisco, TX 75034, US",Restaurant, , 
2414,Cafe Sevilla | San Diego,San Diego,"Gaslamp Quarter, Mission Bay","353 Fifth Avenue 
San Diego, CA 92101, US","Restaurant, Event Space", ,Full Bar
2415,Cafe Sevilla | San Diego,San Diego,"Gaslamp Quarter, Mission Bay","353 Fifth Avenue 
San Diego, CA 92101, US","Restaurant, Event Space", ,Full Bar
2416,The Fonda Theatre - AEG Presents,Los Angeles,"Hollywood, West Los Angeles","6126  Hollywood Boulevard 
Los Angeles, CA 90028, US",,Seated: 672,A/V Equipment
2417,AJ's Good Time Bar,Nashville,,"421 Broadway 
Nashville, TN 37203, US","Event Space, Bar", ,Full Bar
2418,Sunrise Banquet Hall,Vacaville,In-House Catering,"620 Orange Drive 
Vacaville, CA 95687, US","Event Space, Wedding Venue", , 
2419,Rock Bottom Restaurant & Brewery - Boston,Boston,"Central, Bay Village","115 Stuart Street 
Boston, MA 02116, US",Restaurant,Seated: 10,Full Bar
2420,In Situ,San Francisco,Financial District,"151 Third Street 
San Francisco, CA 94103, US",,Seated: 28, 
2421,Bin 54,Chapel Hill,,"1201-M Raleigh Rd. 
Chapel Hill, NC 27517, US",Restaurant, , 
2422,Wingtip,"San Francisco, Oakland, San Jose","Chinatown, Financial District, Nob Hill, North Beach, South Beach, Lower Pacific Heights","550 Montgomery St 
San Francisco, CA 94111, US","Restaurant, Event Space, Country Club, Other, Meeting Space, Wedding Venue, Co-working Space, Catering, Cocktail Lounge, Unique",Seated: 50, 
2423,Truluck's - Washington D.C,"Washington, Washington D.C","Downtown, Chinatown","700 K Street NW 
Washington D.C, DC 20001, US",Restaurant, , 
2424,Junction Bistro & Bakery Del Ray,"1508 Mount Vernon Avenue 
Alexandria, VA 22301, US",Alexandria,,"Restaurant, Event Space, Cafe, Bakery, Unique",Seated: 30,Bar Packages
2425,Turnbull Building,Chattanooga,Preferred Caterers Only,"1401 FORT STREET 
Chattanooga, TN 37402, US",,Seated: 500,Handicap Accessible
2426,Plant Food & Wine,Los Angeles,,"1009 Abbot Kinney Boulevard 
Los Angeles, CA 90291, US",Restaurant, ,Outdoor Space
2427,MARQUEE Las Vegas,Las Vegas,The Strip,"3708 Las Vegas Blvd South 
Las Vegas, NV 89109, US","Event Space, Bar, Meeting Space, Wedding Venue, Catering, Cocktail Lounge, Entertainment, Night Club, Unique",Seated: 20,A/V Equipment
2428,New Realm Brewing - Atlanta,Atlanta,Poncey-Highland,"550 Somerset Terrace 
Atlanta, GA 30306, US",Brewery, ,Flexible Floor Plan
2429,Drake Commissary,Toronto,,"128a Sterling Rd. 
Toronto, ON M6P 0A1, CA","Restaurant, Catering", ,Flexible Floor Plan
2430,Logan's Roadhouse - El Paso,El Paso,,"11865 Gateway Boulevard West 
El Paso, TX 79936, US","Restaurant, Bar", , 
2431,TPC River Highlands,Cromwell,In-House Catering,"1 Golf Club Road 
Cromwell, CT 06416, US",,Seated: 500, 
2432,Anthony David's,Hoboken,Red Hook,"953 Bloomfield Street 
Hoboken, NJ 07030, US",Catering, ,Patio
2433,The Shepherd & the Knucklehead,Hoboken,Red Hook,"1313  Willow Avenue 
Hoboken, NJ 07030, US","Restaurant, Event Space, Unique",Seated: 100,Flexible Floor Plan
2434,Yardbird Beverly Hills,"Los Angeles, Beverly Hills","Mid City West, West Los Angeles","8500 Beverly Blvd. 
Los Angeles, CA 90048, US",Restaurant, ,Chef's Table
2435,Best Western Plus ClockTower Inn,Billings,,"2511 1st Avenue North 
Billings, MT 59101, US",Hotel, ,Overnight Rooms
2436,Cheakamus Centre,Squamish,,"1600 Paradise Valley Road 
Squamish, BC V0N 1H0, CA","Other, Unique", , 
2437,Jimmy's On Congress,Portsmouth,,"135 Congress Street 
Portsmouth, NH 03801, US","Event Space, Meeting Space, Wedding Venue, Entertainment, Unique",Seated: 300,A/V Equipment
2438,Roy's Jacksonville Beach,"Jacksonville, Jacksonville Beach",Jacksonville Beach,"2400 3rd St. South 
Jacksonville, FL 32250, US",,Seated: 213,Beachfront
2439,Uncommon Ground Lakeview,Chicago,"Lake View, Wrigleyville","3800 N Clark St, Chicago, IL 60613 
Chicago, IL 60613, US",,Seated: 160,A/V Equipment
2440,Bay View Restaurant and Bar,Cottonwood Shores,,"4401 Cottonwood Drive 
Cottonwood Shores, TX 78657, US","Restaurant, Event Space, Bar, Cocktail Lounge, Unique", , 
2441,SPIN Philadelphia,Philadelphia,"City Center East, Washington Square","211 South 15th Street (15th & Walnut) 
Philadelphia, PA 19102, US","Other, Cocktail Lounge, Entertainment, Unique",Standing: 600, 
2442,New Vintage Place,Grand Rapids,West Grand,"889  Broadway Avenue Northwest 
Grand Rapids, MI 49504, US",,Seated: 400,A/V Equipment
2443,Dover Hall,Manakin-Sabot,In-House Catering,"1500 Manakin Rd 
Manakin-Sabot, VA 23103, US",Event Space, ,A/V Equipment
2444,Lexi's Oyster Bar,Concor,,"300 Baker Ave 
Concor, MA 01742, US",Restaurant, , 
2445,Bacchus Kitchen + Bar,Grapevine,,"215 East Dallas Road 
Grapevine, TX 76051, US","Restaurant, Event Space, Bar, Hotel, Cocktail Lounge, Unique",Seated: 96,A/V Equipment
2446,Legacy at Oak Meadows,Pierson,Preferred Caterers Only,"590  Bennett Road 
Pierson, FL 32180, US",,Seated: 354,Great Views
2447,Bob's Steak & Chop House - Edinburg,Edinburg,In-House Catering,"613 E Trenton Road 
Edinburg, TX 78539, US",,Seated: 120, 
2448,Red Lantern - Boston,Boston,,"39 Stanhope Street 
Boston, MA 02116, US","Restaurant, Cocktail Lounge", , 
2449,Clyde Frazier's Wine and Dine,"New York, Manhattan","Steinway, Red Hook, Clinton, Manhattan","485 10th Avenue 
New York, NY 10018, US","Restaurant, Event Space, Catering, Cocktail Lounge, Entertainment, Unique", ,A/V Equipment
2450,Green Valley Smokehouse and Oyster Bar,Denver,"Gateway-Green Valley Ranch, Gateway - Green Valley Ranch","4900 Himalaya Rd. 
Denver, CO 80249, US","Restaurant, Event Space, Other, Conference Center, Wedding Venue, Golf Course, Unique", , 
2451,Honeymoon Chicken,Washington,,"4201 Georgia Avenue Northwest 
Washington, DC 20011, US","Restaurant, Catering", , 
2452,Honeymoon Chicken,Washington,,"4201 Georgia Avenue Northwest 
Washington, DC 20011, US","Restaurant, Catering", , 
2453,Fogo de Chão Rio Botafogo,,,"Av. Repórter Nestor Moreira 
,  22290, ",, , 
2454,Fogo de Chão Rio Botafogo,,,"Av. Repórter Nestor Moreira 
,  22290, ",Restaurant, , 
2455,BB King's Blues Club - Memphis,Memphis,Downtown,"143 Beale St 
Memphis, TN 38103, US",Restaurant,Standing: 400,Full Bar
2456,Heineken Pub97 | CIBC Fire Pitch,Chicago,North Center,"3626 N. Talman Avenue 
Chicago, IL 60618, US","Restaurant, Wedding Venue, Unique", ,Full Bar
2457,Centrale,"Tallahassee, Tallassee",In-House Catering,"815 W. Madison St 
Tallassee, FL 32304, US",,Seated: 24,Great Views
2458,Stars and Strikes Augusta,Augusta,Forrest Hills,"3238 Wrightsboro Road 
Augusta, GA 30909, US","Restaurant, Event Space, Bowling, Cocktail Lounge, Entertainment, Unique", , 
2459,Loyal Q and Brew - Alpharetta,Alpharetta,In-House Catering,"3655 Old Milton Parkway 
Alpharetta, GA , US",,Seated: 35, 
2460,Stony Creek Brewery - Foxwoods,Ledyard,,"350  Trolley Line Boulevard 
Ledyard, CT 06338, US",,Seated: 200,Rooftop
2461,S2S Sugar 2 Salt,Traverse City,In-House Catering,"1371 Gray Drive Suite 300 
Traverse City, MI 49684, US",,Seated: 200,Handicap Accessible
2462,Searsucker San Diego,San Diego,"Gaslamp Quarter, Mission Bay","611 Fifth Avenue 
San Diego, CA 92101, US",, , 
2463,Prairie Star Ranch,Williamsburg,,"1124 California Road 
Williamsburg, KS 66095, US",, , 
2464,The Vault Music Hall & Pub at Greasy Luck,New Bedford,,"791 Purchase Street 
New Bedford, MA 02740, US","Restaurant, Unique", , 
2465,Goode Co. BBQ - Katy Freeway,Houston,"Greater Memorial, Spring Branch","8911  Katy Freeway 
Houston, TX 77024, US",,Seated: 145,Handicap Accessible
2466,Honey Butter Fried Chicken,Chicago,Avondale,"3361 N Elston Ave 
Chicago, IL 60618, US","Restaurant, Catering", ,Great Views
2467,Tasca,New York,"Central Park, Upper West Side","505 Columbus Avenue 
New York, NY 10024, US","Restaurant, Event Space, Bar, Cocktail Lounge", ,Private Space
2468,Kabooki Sushi,Orlando,In-House Catering,"7705  Turkey Lake Road 
Orlando, FL 32819, US",,Seated: 100,A/V Equipment
2469,Nightingale Restaurant,Vancouver,,"1017 West Hastings Street 
Vancouver, BC V6E 0C4, CA",Restaurant, , 
2470,Heritage Food + Drink,Wappingers Falls,,"1379 U.S. 9 
Wappingers Falls, NY 12590, US","Restaurant, Event Space", ,Full Bar
2471,Winslow,Baltimore,"Federal Hill, Carroll - Camden Industrial Area","333  West Ostend Street 
Baltimore, MD 21230, US",,Seated: 200, 
2472,J Gilbert’s Wood-Fired Steaks & Seafood [Glastonbury],Glastonbury,,"185 Glastonbury Blvd, Glastonbury, CT 06033 
Glastonbury, CT 6033, US",,Seated: 42, 
2473,Rare Steakhouse Madison,Madison,Capitol,"14 W Mifflin st.  
Madison, WI 53703, US","Restaurant, Cocktail Lounge", , 
2474,Muriel's Jackson Square,New Orleans,French Quarter,"801 Chartres Street 
New Orleans, LA 70116, US","Restaurant, Other",Seated: 2, 
2475,Board & Batten Events,Lexington,,"964 Marvin Hedrick Road 
Lexington, NC 27292, US","Event Space, Wedding Venue", ,A/V Equipment
2476,Jasper's Backyard,Conshohocken,,"101 East 7th Avenue 
Conshohocken, PA 19428, US","Restaurant, Event Space, Bar", ,Live Music/DJ
2477,Leo's Oyster Bar,"Los Angeles, San Francisco",Financial District,"568 Sacramento Street 
San Francisco, CA 94111, US","Restaurant, Cocktail Lounge",Seated: 10,Full Bar
2478,"The Great Gatsby Mansion Theme 24,000 sq. ft.","901 North Alpine Drive 
Beverly Hills, CA 90210, US",Beverly Hills,,"Event Space, Residential, Unique",Seated: 250,Flexible Floor Plan
2479,Bellwether,Jacksonville,Downtown Jacksonville,"117 Forsyth St 
Jacksonville, FL 32202, US",Restaurant, ,Flexible Floor Plan
2480,Jewel Thief,"New York, Manhattan","West Village, Williamsburg, Upper East Side, Chelsea, Manhattan, Brooklyn, NoMad, Flatiron District","30  West 30th Street 
New York, NY 10001, US","Event Space, Unique",Seated: 1, 
2481,Angelo's Taverna Denver,Denver,"Alamo Placita, Speer","620 E 6th Ave 
Denver, CO 80203, US",,Standing: 50,Patio
2482,Vai's Naperville,Naperville,,"916 S. IL-Rt 59  
Naperville, IL 60540, US","Restaurant, Event Space, Cocktail Lounge", , 
2483,Amerigo - Nashville,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","1920 West End Ave 
Nashville, TN 37203, US",Restaurant, ,Full Bar
2484,Wild Wing Plantation,Conway,,"1000 Wild Wing Boulevard 
Conway, SC 29526, US","Event Space, Wedding Venue, Golf Course", , 
2485,Daily Grill Century,Los Angeles,"Harbor Gateway, West Los Angeles, Westchester","5410 W. Century Boulevard 
Los Angeles, CA 90045, US",Restaurant, , 
2486,The Homestead at Prairie Berry,,,"23835 Hwy 385 
,  57745, ","Event Space, Wedding Venue, Catering",Seated: 20, 
2487,Pegasus City Brewery,Dallas,Government District,"1508  Commerce Street 
Dallas, TX 75201, US","Event Space, Other, Brewery, Unique",Seated: 1,Patio
2488,Eureka Heights Brew Co.,Houston,"Greater Heights, Spring Branch","941 W 18TH ST HOUSTON, TX 77008 
Houston, TX 77008, US",, , 
2489,The Homestead at Prairie Berry,,,"23835 Hwy 385 
,  57745, ","Event Space, Wedding Venue, Catering",Seated: 20, 
2490,Remington Suite Hotel and Spa,Shreveport,"Ceder Grove-Lynbrook, Downtown Riverfront, Western Hills And Yarborough","220 Travis Street 
Shreveport, LA 71101, US","Hotel, Wedding Venue", ,Dance Floor
2491,The Hutton House,Medicine Lake,In-House Catering,"10715 South Shore Drive 
Medicine Lake, MN 55441, US",, ,A/V Equipment
2492,The Guava Tree Truck,McKinney,Preferred Caterers Only,"604 N. Church St. 
McKinney, TX 767069, US",, , 
2493,The Whiskey House,San Diego,"Marina, Mission Bay","420 Third Ave 
San Diego, CA 92101, US",,Seated: 70,Outdoor Space
2494,The Velveteen Speakeasy,Stillwater,In-House Catering,"123  2nd Street North 
Stillwater, MN 55082, US",,Seated: 90, 
2495,The Empress Estate,Woodland,,"460 Empress Lane 
Woodland, WA 98685, US","Restaurant, Event Space, Wedding Venue, Bed & Breakfast, Cocktail Lounge, Entertainment, Unique",Seated: 25,Bar Packages
2496,The Venice Whaler,Los Angeles,Venice,"10 Washington Boulevard 
Los Angeles, CA 90292, US","Restaurant, Event Space, Bar, Cocktail Lounge, Entertainment, Night Club", ,A/V Equipment
2497,The Greene House,"Phoenix, Scottsdale",Paradise Valley,"15024 North Scottsdale Road 
Scottsdale, AZ 85254, US",, ,Full Bar
2498,Rí Rá Irish Pub & Restaurant - Las Vegas,Las Vegas,The Strip,"3930 Las Vegas Blvd South, Suite 129 
Las Vegas, NV 89119, US","Restaurant, Event Space, Conference Center, Wedding Venue, Catering, Cocktail Lounge, Entertainment, Food Hall, Unique",Seated: 250,A/V Equipment
2499,"Cedar + Stone, Urban Table","Minneapolis, Bloomington",,"JW Marriott Minneapolis Mall of America 2141 Lindau Lane  
Minneapolis, MN 55425, US",Restaurant, ,Full Bar
2500,Saint Irene's,Tualatin,In-House Catering,"20175  Southwest 112th Avenue 
Tualatin, OR 97062, US",,Seated: 120, 
2501,Rumi's Kitchen - Avalon,Alpharetta,In-House Catering,"7105 Avalon Boulevard 
Alpharetta, GA 30009, US",,Seated: 70,Break Out Rooms
2502,Piatti - Sacramento,Sacramento,,"571 Pavilions Lane 
Sacramento, CA 95825, US",Restaurant, ,A/V Equipment
2503,Bushel and a Peck Kitchen and Bar,Clarksville,,"12250 Clarksville Pike 
Clarksville, MD 21029, US",, , 
2504,Elwood Bathers,Elwood,,"15 Elwood Foreshore 
Elwood, VIC 3184, AU",Restaurant, , 
2505,Sinema,Nashville,"Eastwood, Crieve Hall, Southeast, Bordeaux, West Meade, Charlotte Park, Rosebank","2600 8th Ave S #102 
Nashville, TN 37204, US",Restaurant,Seated: 2, 
2506,Bin 14,Hoboken,,"1314 Washington St 
Hoboken, NJ 07030, US",Restaurant, ,Street Parking
2507,Brasserie Mon Chou Chou,San Antonio,,"312 Pearl Parkway 
San Antonio, TX 78215, US","Restaurant, Event Space, Catering, Unique", , 
2508,Wilco WorkSpaces,"Cedar Park, Leander",In-House Catering,"1615 Scottsdale Drive 200B 
Leander, TX 78641, US","Event Space, Studio, Meeting Space, Conference Center, Cafe, Wedding Venue, Co-working Space, Catering, Unique",Seated: 300, 
2509,SaksWorks Greenwich,"265 Greenwich Avenue 
Greenwich, CT 06830, US",Greenwich,,"Restaurant, Event Space, Unique",Seated: 80, 
2510,Riondo's Ristorante,Galveston,,"2328 The Strand 
Galveston, TX 77550, US",Restaurant, , 
2511,Clyde's of Georgetown,Washington,Georgetown,"3236 M Street NW 
Washington, DC 20007, US",Restaurant, ,WiFi
2512,Event Junkie Venue Pembroke,Virginia Beach,"Northwest, Bayside","4604 Pembroke Lake Circle, Suite 106 
Virginia Beach, VA 23455, US","Event Space, Unique",Standing: 50,Flexible Floor Plan
2513,Eddie Merlot's - Pittsburgh,Pittsburgh,Central Business District,"444 Liberty Ave., Four Gateway Center 
Pittsburgh, PA 15222, US",Restaurant, , 
2514,Fogo de Chão Boston,Boston,"Back Bay-Beacon Hill, Back Bay","200 Dartmouth Street 
Boston, MA 02116, US",Restaurant,Seated: 15, 
2515,Wu Chow,Austin,Downtown,"500 West 5th Street 
Austin, TX 78701, US",Restaurant, ,Flexible Floor Plan
2516,"Blue Moose - Kansas City, MO",Kansas City,Red Ridge South,"11134 Holmes Rd 
Kansas City, MO 64131, US",, , 
2517,Fogo de Chão Uptown Dallas,Dallas,"Oak Lawn, Uptown","2619 McKinney Avenue 
Dallas, TX 75204, US",Restaurant, , 
2518, , , , , , , 
2519,**Steamworks Brewpub,Vancouver BC,,"375 Water St.  
Vancouver BC , BC V6B 5C6, CA","Restaurant, Unique", , 
2520,Tennessee Brew Works,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank, Citizens Protecting Revitalization","809 Ewing Ave 
Nashville, TN 37203, US","Restaurant, Brewery",Seated: 15,Flexible Floor Plan
2521,City Works - Frisco,Frisco,,"3680 The Star Boulevard 
Frisco, TX 75034, US","Restaurant, Bar", ,Full Bar
2522,Lowell Observatory,Flagstaff,,"1400 West Mars Hill Road 
Flagstaff, AZ 86001, US","Event Space, Museum, Entertainment, Unique", , 
2523,Wild Ink,"New York, Manhattan, Chelsea","Steinway, Red Hook, Chelsea, Manhattan","500 W 33rd Street   
New York, NY 10001, US","Restaurant, Cocktail Lounge", , 
2524,Wild Ink,"New York, Manhattan, Chelsea","Steinway, Red Hook, Chelsea, Manhattan","500 W 33rd Street   
New York, NY 10001, US","Restaurant, Cocktail Lounge", , 
2525,Justine,New Orleans,French Quarter,"225 Chartres Street 
New Orleans, LA 70130, US","Restaurant, Event Space", ,Patio
2526,2 Spring,Oyster Bay,,"2 Spring St. 
Oyster Bay, NY 11771, US","Restaurant, Event Space, Wedding Venue, Catering", ,Bar Packages
2527,Salero,Rehoboth Beach,,"511 North Boardwalk 
Rehoboth Beach, DE 19971, US",, , 
2528,Sixty Vines - Uptown Dallas,Dallas,"Oak Lawn, Uptown","500 Crescent Court, Suite 160 
Dallas, TX 75201, US",Restaurant, ,Ceremony Site
2529,Mt. Washington Mill Dye House,Baltimore,"Greater Mount Washington, Sabina-Mattfeldt","1340  Smith Avenue 
Baltimore, MD 21209, US",,Seated: 300, 
2530,Three Taverns Brewery,Decatur,Winnona Park,"121 New St 
Decatur, GA 30030, US",, , 
2531,Kinship,Evanston,In-House Catering,"625 Davis St 
Evanston, IL 60201, US",, ,Handicap Accessible
2532,Quince,San Francisco,Financial District,"470 Pacific Ave 
San Francisco, CA 94133, US",Restaurant, , 
2533,Barrio Queen - Scottsdale,Scottsdale,South Scottsdale," 7114 East Stetson Drive  
Scottsdale, AZ 85251, US","Restaurant, Catering",Seated: 50,Full Bar
2534,Times Square,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","147 West 43rd Street 
New York, NY 10036, US",, , 
2535,Parm Mulberry,"New York, Manhattan","Little Italy, Steinway, Red Hook, Manhattan","248 Mulberry Street 
New York, NY 10012, US",Restaurant, , 
